depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,5,7,5,7,5,7,6.59e-05,0.0060842,0,5,2
1,2,1,5,7,5,7,5,7,5.54e-05,0.0025106,0,5,2
2,2,0,4,5.5,3,4,5,5,6.01e-05,0.0048855,0,4,1
3,4,0,4,5.5,3,3,5,5,5.45e-05,0.0052731,0,4,1
4,8,0,4,5.5,3,3,5,5,0.000131,0.0130428,0,4,1
5,16,0,4,5.5,3,3,5,5,0.0002645,0.0231084,0,4,1
6,32,0,4,5.5,3,3,5,5,0.0005916,0.0472055,0,4,1
7,64,0,4,5.5,3,3,5,5,0.0011795,0.0991085,0,4,1
8,128,0,3.5,4.75,3,3,5,5,0.0007227,0.144982,0,3,1
9,26,0,5,7,5,5,5,7,0.0006652,0.0404899,0,5,2
10,22,8,5,7,5,5,5,7,0.0003312,0.0220424,0,5,2
11,28,0,5,7,5,5,5,7,0.0006586,0.0417563,0,5,2
12,30,0,5,7,5,5,5,7,0.0006521,0.0421507,0,5,2
13,16,0,5,7,5,5,5,7,0.0003927,0.0229516,0,5,2
14,14,0,5,7,5,5,5,7,0.0002962,0.0191893,0,5,2
15,26,0,4.23077,5.84615,3,3,5,7,0.0003668,0.0278232,0,4,1
16,30,0,3,4,3,3,3,4,0,0.0210869,0,3,1
