depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,935,1257,935,1257,935,1257,0.140409,0.39223,0,935,595,289,289,0
1,2,0,833.5,1095.5,818,849,849,1049,0.150287,0.365622,266,484,520,263,163,0
2,4,0,674.5,880.25,578,674,728,766,0.226508,0.5466,232,382,402,193,111,0
3,8,0,566,750.375,495,500,632,669,0.329701,0.864429,182,314,328,143,82,0
4,16,0,467.812,630.438,387,391,547,547,0.503156,1.3669,146,257,262,100,56,0
5,32,0,402.438,547.812,310,330,532,532,0.813506,2.35298,116,231,218,73,42,0
6,64,0,345.359,470.594,244,248,460,460,1.29092,3.9137,96,200,179,54,33,0
7,128,0,305.961,415.102,188,197,427,427,2.1789,7.0751,76,185,158,49,32,0
8,256,0,269.312,364.73,161,163,388,388,3.56142,12.0333,68,161,135,39,26,0
9,510,0,242.469,327.463,115,139,386,386,6.18517,22.5523,57,148,120,34,24,0
10,986,0,221.18,297.116,93,101,382,382,10.6103,39.6986,50,137,108,31,22,0
11,1828,0,205.689,274.172,72,81,370,370,18.0784,69.3232,46,129,100,31,22,0
12,3134,0,197.888,262.2,37,50,367,367,29.7867,116.855,43,127,98,32,23,0
13,4850,0,184.479,242.919,4,5,359,359,41.777,158.088,41,118,90,30,22,0
14,6976,0,169.577,222.764,4,4,360,360,55.2266,210.788,37,109,82,27,19,0
15,9548,0,157.422,206.206,4,4,356,356,70.2091,268.535,33,102,75,25,18,0
16,12238,0,143.364,187.104,4,4,349,349,82.8096,316.578,31,93,68,23,17,0
17,15214,0,130.159,169.655,4,4,296,296,92.115,364.068,27,85,62,21,16,0
18,18070,0,116.562,151.663,4,4,296,296,98.3477,418.558,24,76,55,18,13,0
19,20448,0,98.4411,127.084,4,4,273,273,89.3972,416.507,21,63,45,14,10,0
20,17650,0,86.244,111.482,4,4,285,285,60.7345,343.344,16,57,39,12,9,0
21,16030,0,74.2599,95.849,4,4,217,217,43.8334,311.087,13,49,32,9,7,0
22,11108,0,61.16,79.3073,4,4,192,192,23.442,225.09,11,40,26,6,4,0
23,9026,0,52.602,68.0872,4,4,178,178,15.4423,185.897,8,35,21,5,3,0
24,3238,0,47.3595,60.693,4,4,150,150,5.00075,67.9835,6,32,19,5,3,0
