depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,182,91,182,91,182,91,0.0352351,0.0801875,0,182,23,29,29
1,2,0,103,61,67,67,139,76,0.0711597,0.105751,10,80,13,13,12
2,4,1,64.6667,45,63,43,67,67,0.0159273,0.0307442,8,24,8,2,1
3,6,2,47,35.25,19,19,64,64,0.0034341,0.0102635,6,9,6,1,0
4,8,0,23.75,21.125,11,11,45,45,0.0077505,0.0259737,5,13,3,0,0
5,16,3,16.3846,16,5,5,27,27,0.0067355,0.0238408,3,6,2,0,0
6,24,10,16.4286,16.0714,5,5,27,27,0.0030347,0.0115849,2,2,2,0,0
7,26,11,14.6,14.6667,5,5,27,27,0.0004984,0.0070966,2,1,2,0,0
8,28,10,11,12,11,11,11,12,0.0017581,0.0121894,2,2,2,0,0
9,36,16,9.8,10.8,5,5,11,12,0.0001555,0.0056366,2,0,1,0,0
10,32,8,7,8,5,5,11,12,0.0006034,0.009126,2,1,1,0,0
11,16,0,5,6,5,5,5,6,0.0005526,0.0067741,3,2,1,0,0
