depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,31,37,31,37,31,37,0.0009672,0.0080861,0,31,7
1,2,0,14,33,5,6,23,23,0.0009626,0.0074265,0,14,3
2,2,0,19,51,5,6,33,33,0.0013973,0.0077285,0,19,5
3,4,0,32.5,157,5,6,61,61,0.0097323,0.0360217,0,32,7
4,2,0,30.5,75,25,26,36,36,0.0026196,0.0157722,0,30,7
5,2,0,10,22,5,6,15,15,0.0004923,0.0053975,0,10,2
6,2,0,7,17,5,6,9,9,6.17e-05,0.0031601,0,7,1
7,2,0,5,12,5,5,5,6,0,0.0014703,0,5,1
8,2,1,2.5,6,5,6,5,6,0,0.0008518,0,5,1
9,2,1,2.5,6,5,6,5,6,0,0.0008436,0,5,1
