depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,39,54,39,54,39,54,0.0011269,0.0132882,0,39,15,0,0
1,2,0,35,45.5,26,26,44,58,0.0009987,0.0089965,4,19,12,0,0
2,4,0,45.75,56.25,25,25,93,116,0.0059594,0.0345302,4,30,16,1,1
3,8,0,34.25,42.75,16,16,95,126,0.0075404,0.0436908,5,19,12,0,0
4,16,4,35.0833,45.0833,11,11,107,107,0.0131297,0.074958,4,21,12,0,0
5,22,7,42.3333,55.0667,14,14,90,90,0.0201292,0.104521,6,27,15,0,0
6,26,4,37.9091,48.8636,11,11,87,116,0.0207125,0.118042,6,22,13,0,0
7,42,15,35.037,44.963,8,8,81,81,0.0250481,0.140591,6,21,12,0,0
8,50,12,29.5526,38,10,10,69,69,0.0241633,0.144775,5,16,9,0,0
9,72,23,27.9592,35.8571,8,8,66,66,0.0306033,0.180566,4,17,9,0,0
10,78,27,25.1961,32.6275,7,7,49,49,0.0309843,0.176169,4,16,8,0,0
11,92,26,19.9394,25.6818,7,7,53,53,0.0255612,0.158551,3,11,6,0,0
12,98,32,16.4545,21.2424,4,4,37,37,0.0176023,0.120422,3,9,5,0,0
13,108,36,13.3333,16.8889,4,4,37,37,0.0119761,0.101385,3,6,3,0,0
14,104,35,10.9565,13.9565,4,4,31,31,0.0091075,0.0856626,2,5,3,0,0
15,88,32,9.64286,12.1964,4,4,24,24,0.0060051,0.0645813,2,5,2,0,0
16,68,28,7.85,10,4,4,17,17,0.0030807,0.0375588,2,4,2,0,0
17,48,16,6.25,7.96875,4,4,13,13,0.0018507,0.0246576,2,3,1,0,0
18,22,9,4.46154,5.61538,4,4,7,7,0.0003449,0.006945,2,2,1,0,0
19,4,2,4,5,4,4,4,5,8.02e-05,0.0013581,3,3,1,0,0
