depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,107,140,107,140,107,140,0.0045995,0.0319703,0,107,44,9,9
1,2,0,88.5,113.5,80,80,97,127,0.0077792,0.0526467,0,88,34,5,5
2,4,0,81.5,106.75,58,58,119,167,0.0132733,0.0959032,0,81,32,5,5
3,8,0,68.375,90.75,32,32,134,142,0.0256492,0.1817,0,68,27,3,3
4,16,2,71.3571,93,7,7,192,234,0.0330863,0.261905,0,71,29,5,5
5,28,4,68.7917,87.7083,7,7,207,252,0.0540984,0.434811,0,68,28,6,6
6,48,11,71,89.4324,7,7,194,214,0.0851175,0.668048,0,71,28,7,7
7,74,9,62.0154,77.8308,4,4,164,176,0.126737,1.01388,0,62,24,6,6
8,128,30,62.1939,78.0306,7,7,213,213,0.188292,1.53541,0,62,24,6,6
9,196,44,57.5658,71.6316,4,4,220,220,0.267077,2.13697,0,57,22,5,5
10,304,73,54.0346,66.7186,4,4,200,200,0.372066,3.08405,0,54,21,5,5
11,454,112,51.4532,63.155,4,4,217,217,0.532739,4.41897,0,51,20,5,5
12,646,179,51.7345,63.7131,4,4,193,193,0.728462,6.08323,0,51,20,5,5
13,874,260,51.2915,63.0668,4,4,233,233,0.936334,7.81022,0,51,20,5,5
14,1082,277,49.4435,60.4484,4,4,288,288,1.17197,9.83042,0,49,19,5,5
15,1362,373,46.7432,56.7412,4,4,229,229,1.36091,11.3892,0,46,17,4,4
16,1652,478,44.5681,54.1261,4,4,189,189,1.47349,12.7195,0,44,16,3,3
17,1608,505,42.4361,51.3028,4,4,196,196,1.28792,11.2883,0,42,15,3,3
18,1396,488,38.6278,46.7731,4,4,186,186,0.923217,8.40199,0,38,13,2,2
19,1250,462,35.3071,42.8515,4,4,135,135,0.692502,6.62483,0,35,12,2,2
20,1180,461,32.9541,40.0362,4,4,177,177,0.571381,5.60648,0,32,11,1,1
21,900,368,29.4098,35.6842,4,4,101,101,0.338563,3.60155,0,29,9,1,1
22,748,314,25.5829,31.2949,4,4,121,121,0.221544,2.53897,0,25,8,1,1
23,610,261,21.5415,26.2808,4,4,131,131,0.137882,1.70653,0,21,6,0,0
24,470,212,17.4147,21.3566,4,4,86,86,0.0702276,1.02625,0,17,5,0,0
25,364,160,14.8578,18.2353,4,4,66,66,0.0412197,0.659844,0,14,4,0,0
26,290,124,13.0181,15.994,4,4,45,45,0.0256838,0.464257,0,13,3,0,0
27,230,101,12.0078,14.6899,4,4,29,29,0.0168423,0.330598,0,12,3,0,0
28,192,76,9.71552,11.931,4,4,30,30,0.0103209,0.240333,0,9,2,0,0
29,158,56,8.4902,10.5294,4,4,23,23,0.006935,0.178109,0,8,2,0,0
30,82,31,7.84314,9.88235,4,4,15,15,0.0026794,0.0839311,0,7,2,0,0
31,44,15,6.03448,7.58621,4,4,14,14,0.0008323,0.0356517,0,6,1,0,0
32,22,9,5.92308,7.46154,4,4,11,11,0.0003301,0.0158734,0,5,1,0,0
33,12,5,5.71429,7.28571,4,4,7,7,0.0001509,0.0082478,0,5,1,0,0
34,4,1,5,6.33333,4,4,7,7,3.49e-05,0.0030632,0,5,1,0,0
35,2,1,4,5,4,5,4,5,0,0.0008425,0,4,1,0,0
