depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,16,22,16,22,16,22,0.0001514,0.0072601,0,16,9,3,3
1,2,1,16,22,16,22,16,22,0.0004461,0.0065125,0,16,9,3,3
2,2,0,14.5,20,13,16,16,18,0.0006592,0.0081765,0,14,8,2,2
3,4,0,13.25,18.25,10,13,16,16,0.0008084,0.01634,0,13,7,2,2
4,8,0,12.375,17.125,9,9,16,16,0.0018179,0.0306634,0,12,6,1,1
5,16,0,10.875,15.125,7,7,16,16,0.0030301,0.0518356,0,10,5,1,1
6,30,0,9.66667,13.5,5,5,16,16,0.0039067,0.0751276,0,9,4,1,1
7,48,0,8.875,12.4167,5,5,15,15,0.0055078,0.100766,0,8,4,0,0
8,68,0,7.92647,11.1029,3,3,15,15,0.0060211,0.116685,0,6,3,0,0
9,90,0,6.64444,9.32222,3,3,16,16,0.0061107,0.125217,1,5,2,0,0
10,36,0,6.66667,9.44444,5,5,10,10,0.0014144,0.0331759,1,3,2,0,0
11,36,18,6.66667,9.44444,5,5,10,10,0,0.0054346,2,0,2,0,0
12,36,4,6.75,9.5625,5,5,10,10,0.0008526,0.0240618,1,2,2,0,0
13,48,6,6.66667,9.42857,3,3,10,10,0.0010397,0.0311276,2,2,2,0,0
14,66,11,6.70909,9.49091,3,3,10,10,0.0012907,0.0372697,2,2,2,0,0
15,94,11,6.51807,9.22892,3,3,10,10,0.0021435,0.058822,2,2,2,0,0
16,136,11,6.024,8.512,3,3,10,10,0.0031082,0.0872129,2,2,2,0,0
17,182,23,5.75472,8.1195,3,3,10,10,0.0046688,0.143278,2,2,2,0,0
18,214,35,5.78771,8.17318,3,3,10,10,0.0041921,0.12915,1,1,2,0,0
19,238,44,5.70619,8.05155,3,3,10,10,0.0041816,0.13291,2,1,2,0,0
20,276,33,5.58848,7.88066,3,3,10,10,0.0056946,0.178936,2,1,2,0,0
21,318,34,5.55986,7.83803,3,3,10,10,0.0063825,0.207414,2,1,2,0,0
22,362,33,5.43465,7.6383,3,3,7,7,0.0070979,0.232242,2,1,2,0,0
23,402,19,5.20627,7.29765,3,3,7,7,0.0071658,0.23333,2,1,2,0,0
24,464,11,5.09492,7.13245,3,3,7,7,0.0083608,0.263218,2,1,2,0,0
25,512,8,4.99008,6.97619,3,3,7,7,0.0090944,0.288474,1,1,1,0,0
26,578,14,4.81915,6.71277,3,3,7,7,0.0098502,0.326982,1,1,1,0,0
27,602,3,4.6394,6.43406,3,3,7,7,0.0098671,0.348825,1,1,1,0,0
28,612,3,4.53038,6.29064,3,3,7,7,0.0094505,0.377756,1,1,1,0,0
29,586,3,4.42367,6.13036,3,3,7,7,0.0085582,0.32036,1,1,1,0,0
30,546,3,4.33886,5.99448,3,3,7,7,0.0076946,0.287089,1,1,1,0,0
31,506,2,4.2004,5.78571,3,3,7,7,0.006893,0.272534,1,1,1,0,0
32,432,0,4.13426,5.68056,3,3,7,7,0.0059392,0.222917,1,1,1,0,0
33,360,0,4.00556,5.49167,3,3,6,6,0.0049088,0.189198,1,1,1,0,0
34,274,0,3.9635,5.44526,3,3,5,5,0.0036771,0.148974,1,1,1,0,0
35,210,0,4,5.5,3,3,5,7,0.0027961,0.104306,1,1,1,0,0
36,166,0,3.83133,5.24699,3,3,5,7,0.0021039,0.0780921,1,1,1,0,0
37,108,0,3.87037,5.30556,3,3,5,7,0.001365,0.0505493,1,1,1,0,0
38,70,0,3.6,4.9,3,3,5,7,0.0008215,0.0308786,1,1,1,0,0
39,38,0,3.47368,4.71053,3,3,5,5,0.0004499,0.0164847,1,1,1,0,0
40,14,0,3.42857,4.64286,3,3,5,7,0.0001607,0.005965,1,1,1,0,0
41,4,0,3,4,3,3,3,4,4.21e-05,0.0014934,2,1,1,0,0
