depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,267,300,267,300,267,300,0.0152362,0.149267,0,267,226,193,193,0
1,2,0,223,258.5,220,220,226,260,0.0152065,0.12271,93,143,187,152,96,0
2,4,0,210,242.75,200,200,226,260,0.0132889,0.136036,84,121,174,141,79,0
3,8,0,186.25,218.5,177,177,210,243,0.0189349,0.21449,78,103,150,118,64,0
4,16,0,168,199.438,150,150,197,232,0.0338808,0.363466,68,92,132,101,57,0
5,32,0,156.125,186.031,130,130,185,219,0.0593967,0.660035,60,87,122,92,53,0
6,64,0,142.625,170.984,112,112,181,216,0.106484,1.19539,55,79,110,81,46,0
7,128,0,131.266,159.234,90,90,171,193,0.257638,2.71794,49,74,100,72,41,0
8,256,0,119.934,146.605,84,84,158,193,0.356557,4.06842,44,68,89,63,36,0
9,512,0,110.162,135.719,73,73,154,177,0.627455,7.37874,40,63,81,55,32,0
10,1022,0,101.298,125.718,62,62,138,151,1.09279,13.2158,36,58,73,48,28,0
11,2008,0,93.3063,116.48,54,54,132,142,1.94776,23.9394,32,54,66,43,25,0
12,3810,0,86.3717,108.48,45,45,124,132,3.41989,42.4951,29,50,60,38,23,0
13,6524,0,81.8555,103.071,45,45,123,123,5.56102,70.6292,26,48,57,36,22,0
14,10254,0,77.603,97.9299,43,43,121,121,8.32021,107.564,24,46,53,33,20,0
15,15412,0,73.5701,92.9737,26,35,116,116,11.7832,157.016,23,44,50,31,19,0
16,22022,0,70.1397,88.8092,13,17,111,111,17.6517,225.467,21,43,48,29,18,0
17,29414,0,66.455,84.4068,3,4,111,111,25.7829,303.905,20,41,45,27,17,0
18,38456,0,62.7783,79.9949,3,3,111,111,33.404,394.038,19,39,42,25,16,0
19,47002,0,59.0594,75.4649,3,3,110,110,40.8121,468.803,17,37,39,23,15,0
20,41470,0,55.0911,70.5624,3,3,106,106,34.9523,395.202,15,35,37,21,14,0
21,35136,0,52.8815,67.781,3,3,113,113,27.7598,321.741,15,33,35,20,13,0
22,32456,0,51.2962,65.8081,3,3,110,110,22.0386,283.554,14,33,34,19,13,0
23,28386,0,49.4431,63.5147,3,3,111,111,15.3457,234.273,13,32,33,19,13,0
24,26494,0,47.4206,60.8874,3,3,105,105,13.717,211.136,12,31,31,18,12,0
25,25244,0,44.9388,57.5745,3,3,98,98,12.2571,191.283,11,30,29,17,12,0
26,15498,0,41.1733,52.7154,3,3,95,95,7.21499,111.169,11,27,27,15,11,0
