depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,445,571,445,571,445,571,0.0489819,0.214871,0,445,248,111,111,0
1,2,0,341,429.5,192,192,490,625,0.0293014,0.100447,110,117,185,84,23,0
2,4,2,364,459,219,219,509,652,0.0038851,0.0243004,177,25,202,96,12,0
3,4,0,334.5,430.25,90,90,541,617,0.0666092,0.238014,94,164,185,81,34,0
4,8,1,393,502.857,35,35,924,924,0.202002,0.620953,87,208,231,115,66,0
5,14,2,405.5,522.583,50,50,991,991,0.276991,0.915026,113,196,236,112,46,0
6,24,1,377.261,483.913,35,35,1154,1154,0.539992,1.70052,98,184,218,105,47,0
7,46,4,320.857,407.714,23,23,1164,1164,0.726546,2.25427,97,133,182,89,35,0
8,84,12,297.319,376.681,7,7,1255,1255,1.09504,3.53162,88,128,167,82,32,0
9,144,24,284.4,358.267,17,17,1320,1320,1.77997,6.15408,76,137,159,79,36,0
10,240,38,274.376,342.55,7,7,1223,1223,3.40435,11.359,64,148,150,76,39,0
11,404,63,272.522,337.097,7,7,1522,1522,5.82361,19.6576,61,151,149,78,42,0
12,670,122,268.055,330.285,7,7,1604,1604,8.65443,30.1463,65,141,146,77,38,0
13,1078,203,256.626,315.427,7,7,1980,1980,14.0449,47.0676,60,141,140,74,39,0
14,1712,387,254.438,312.127,4,4,1984,1984,20.6432,69.7737,60,139,138,74,39,0
15,2570,568,249.303,305.232,4,4,2086,2086,31.7237,106.835,58,140,136,73,40,0
16,3886,872,242.155,295.733,4,4,2026,2026,47.3726,158.844,56,139,131,71,40,0
17,5606,1224,239.72,292.78,4,4,2187,2187,65.5417,223.384,57,134,130,70,38,0
18,7688,1659,241.927,295.192,4,4,2241,2264,95.1064,318.67,58,136,131,71,39,0
19,10714,2301,241.898,294.364,4,4,2292,2292,148.743,474.941,57,139,131,71,40,0
20,12820,2572,254.783,309.83,4,4,2495,2495,200.45,632.426,60,148,138,76,43,0
21,15522,3139,264.903,321.593,4,4,2523,2523,260.705,804.509,62,155,144,81,46,0
22,9725,1594,316.772,384.83,4,4,2200,2349,223.267,656.039,77,184,177,102,58,0
