depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,30,35,30,35,30,35,0.0003265,0.0101692,0,30,17
1,2,0,26.5,63,20,26,33,33,0.0004339,0.0076522,6,14,15
2,4,1,22.5,107,22,29,36,36,0.0008144,0.0136139,6,17,18
3,6,0,26.8333,194,7,7,43,53,0.0014847,0.0231492,7,13,16
4,12,3,21.4167,311,15,15,47,55,0.002917,0.0409695,6,17,17
5,18,7,17.9444,394,7,7,55,63,0.004649,0.0665546,4,23,19
6,22,8,18.2273,482,11,11,61,61,0.0055328,0.0759645,6,21,17
7,28,9,18.1071,622,7,7,63,79,0.0066501,0.0904363,6,19,17
8,38,15,17.1053,784,9,9,71,76,0.0064098,0.0988596,7,17,18
9,46,14,17.913,998,7,7,81,81,0.0064709,0.101897,9,12,16
10,64,23,16.1875,1260,5,5,87,87,0.0102803,0.147622,8,14,16
11,82,34,12.8537,1279,3,3,65,65,0.0092488,0.132388,8,11,13
12,96,39,12.1979,1436,3,3,89,89,0.0109375,0.162139,7,11,12
13,114,46,11.7719,1644,3,3,90,90,0.011047,0.175165,6,10,12
14,134,52,10.2164,1703,3,3,78,78,0.0116422,0.173628,6,9,9
15,158,68,8.99367,1794,3,3,84,84,0.0105936,0.178059,5,8,9
16,170,68,8.64118,1882,3,3,64,78,0.0117029,0.18674,4,7,8
17,196,84,7.56633,1913,3,3,62,71,0.0114388,0.191722,4,7,7
18,220,90,7.02727,2022,3,3,44,57,0.0126166,0.205971,4,6,6
19,250,107,6.096,2030,3,3,40,50,0.0128086,0.209939,3,6,5
20,190,81,5.96842,1526,3,3,31,40,0.009652,0.162106,3,6,5
21,156,72,4.62179,973,3,3,34,45,0.004638,0.0907045,3,4,4
22,134,55,4.13433,753,3,3,28,29,0.0038406,0.0791412,2,4,3
23,86,37,4.31395,507,3,3,22,28,0.0028505,0.056116,2,5,3
24,60,23,5.23333,424,3,3,22,22,0.0025774,0.0481252,2,5,4
25,24,10,5.33333,176,3,3,16,18,0.0008991,0.0151773,3,4,4
26,14,5,4.35714,85,5,5,10,10,0.0003997,0.0072355,3,3,3
27,10,5,2.7,38,3,4,7,7,7.35e-05,0.0024643,2,1,2
28,6,3,2.16667,18,3,4,5,5,3.44e-05,0.0013641,2,1,1
29,2,0,4,11,3,3,5,7,2.12e-05,0.0006878,2,1,1
