depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,798,1055,798,1055,798,1055,0.10874,0.338294,0,798,498,246,246,0
1,2,0,730,956,685,685,775,1024,0.125934,0.315808,219,423,439,209,119,0
2,4,0,633.75,827.5,579,579,685,920,0.222738,0.555526,191,379,373,174,106,0
3,8,0,587.125,768.625,548,548,665,803,0.388434,1.00486,165,346,348,163,100,0
4,16,0,518.938,682.688,463,468,603,611,0.639646,1.71397,153,303,307,141,86,0
5,32,0,461.562,607.594,333,372,606,606,1.06538,2.98618,135,270,271,123,75,0
6,64,0,403.438,533.531,285,285,488,488,1.65615,4.88337,119,235,233,101,61,0
7,122,0,356.672,470.787,243,245,512,512,2.59811,8.05265,102,210,202,86,53,0
8,220,0,320.195,421.709,185,209,500,500,4.1034,13.0818,87,193,179,75,48,0
9,372,0,287.699,377.444,117,153,480,480,5.9972,19.6648,75,176,158,66,43,0
10,558,0,259.62,339.681,85,85,505,505,7.95267,28.9573,64,163,140,57,39,0
11,776,0,231.155,302.826,4,5,473,473,9.7231,36.3377,55,148,122,48,33,0
12,1018,0,206.685,269.911,4,4,452,452,10.9977,39.8321,45,136,107,42,30,0
13,1288,0,185.078,240.292,4,4,458,458,12.3975,46.1846,37,125,95,37,28,0
14,1510,0,171.818,220.952,4,4,515,515,13.8609,53.1874,29,122,88,36,28,0
15,1728,0,153.093,196.204,4,4,481,481,13.5791,53.9817,26,109,78,33,26,0
16,1802,0,136.02,174.086,4,4,439,439,12.482,49.5603,23,96,69,29,23,0
17,1826,0,119.548,152.84,4,4,465,465,10.7859,43.808,20,84,60,24,19,0
18,1898,0,101.117,128.1,4,4,382,382,8.82623,36.5529,18,68,49,19,15,0
19,2020,0,82.7243,103.788,4,4,337,337,7.05737,28.3959,17,53,39,15,12,0
20,2012,0,67.8713,84.3275,4,4,296,296,5.19905,21.5809,15,41,30,11,8,0
21,1968,0,63.3161,78.8105,4,4,264,264,4.50999,19.3852,13,38,28,10,8,0
22,1898,0,58.8693,73.3546,4,4,266,266,4.04032,17.5884,12,36,25,9,6,0
23,1830,0,57.0607,71.059,4,4,269,269,3.67923,16.6586,11,36,24,8,6,0
24,1818,0,51.4114,62.7349,4,4,259,259,3.2562,14.954,9,33,21,7,5,0
25,1882,0,48.1344,58.1403,4,4,248,248,3.14175,15.0502,8,32,20,8,6,0
26,1814,0,38.8782,46.9013,4,4,215,215,2.04167,10.1084,8,22,16,6,4,0
27,1746,0,31.7463,38.3076,4,4,179,179,1.33746,7.18867,7,17,12,3,2,0
28,1670,0,27.7922,33.6766,4,4,152,152,1.08612,6.69703,6,15,10,2,2,0
29,1554,3,23.303,28.4236,4,4,134,134,0.750173,5.05857,5,12,8,1,1,0
30,1466,4,19.9357,24.4131,4,4,102,102,0.558306,4.19088,3,11,6,1,0,0
31,1298,10,15.3773,18.5303,4,4,74,74,0.289235,2.52912,3,7,4,0,0,0
32,1190,12,11.5959,14.0458,4,4,57,57,0.17939,1.7974,2,6,3,0,0,0
33,1062,0,9.59134,11.968,4,4,31,31,0.12652,1.47023,1,5,2,0,0,0
34,876,4,8.12844,10.2603,4,4,26,26,0.0851276,1.10514,1,5,2,0,0,0
35,792,6,7.04835,9.00254,4,4,23,23,0.0636108,0.903446,2,4,2,0,0,0
36,694,9,6.1635,7.86861,4,4,14,14,0.0452024,0.726901,2,4,1,0,0,0
37,570,9,4.87344,6.15152,4,4,8,8,0.0256846,0.476617,1,3,1,0,0,0
38,524,42,4,5,4,4,4,5,0.0185888,0.428827,0,3,1,0,0,0
39,254,111,4,5,4,4,4,5,0.0056424,0.151136,0,4,1,0,0,0
