depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,96,97,96,97,96,97,0.0104433,0.0332353,0,96,21,3,3
1,2,0,98,99.5,97,95,99,99,0.02447,0.0671853,0,98,21,3,3
2,4,0,84.75,88.5,75,75,96,97,0.0385608,0.109705,0,84,19,1,1
3,8,3,77.2,81.8,27,27,122,122,0.0436688,0.134304,0,77,17,0,0
4,10,3,67.7143,69.1429,29,29,89,89,0.0397429,0.129849,0,67,14,0,0
5,14,5,56.4444,56.2222,35,35,80,80,0.0353903,0.124362,0,56,11,0,0
6,18,6,42.4167,42,22,22,101,101,0.0266046,0.110922,0,42,8,0,0
7,24,10,37.5714,38.1429,15,15,66,66,0.0246958,0.115332,0,37,7,0,0
8,28,13,30.1333,31.2667,15,15,58,58,0.0185504,0.0962883,0,30,6,0,0
9,30,13,24.7647,26.4706,11,11,48,48,0.0119553,0.0828763,0,24,4,0,0
10,34,13,20.619,22.9048,9,9,52,52,0.0114006,0.0834064,0,20,4,0,0
11,40,18,14.4545,16.5455,5,5,45,45,0.0060643,0.0573746,0,14,3,0,0
12,38,14,10.2917,11.6667,5,5,21,21,0.0027851,0.0420469,0,10,2,0,0
13,36,11,7.24,8.36,5,5,21,21,0.0010975,0.0288511,0,7,1,0,0
14,10,3,7.57143,8.85714,5,5,15,15,0.0003869,0.0089272,0,7,1,0,0
15,2,0,5,6,5,5,5,6,0,0.0013814,0,5,1,0,0
