depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,42,54,42,54,42,54,0.0011263,0.0239637,0,42,29
1,2,0,48.5,57.5,35,35,62,71,0.0021167,0.0282006,11,26,34
2,4,1,47.3333,55.6667,39,39,60,60,0.0027672,0.0311964,14,25,32
3,6,0,38.8333,46.1667,25,25,49,49,0.0038735,0.0496781,11,19,26
4,12,0,32.3333,39.1667,14,14,59,59,0.0053383,0.080236,9,15,21
5,24,3,29.619,37.2381,9,9,63,63,0.0093238,0.120732,7,16,19
6,42,9,24.8485,31.5758,7,7,62,62,0.0094058,0.134335,7,12,15
7,66,16,23.24,29.9,9,9,56,56,0.0118604,0.173515,6,12,14
8,100,23,21.3636,27.8701,5,5,55,55,0.0235789,0.320177,5,12,13
9,154,36,20.0169,26.2881,5,5,55,55,0.0252422,0.363453,5,11,11
10,234,59,17.4571,23.2457,5,5,58,58,0.0337808,0.475845,5,10,9
11,348,91,14.965,20.1868,3,3,57,57,0.0423092,0.605917,4,8,8
12,494,157,13.4421,18.2671,3,3,52,52,0.0484156,0.71572,3,8,7
13,596,181,12.1735,16.6289,3,3,50,50,0.0550299,0.809119,3,7,6
14,724,207,10.7795,14.8066,3,3,42,42,0.0527116,0.808944,3,6,5
15,792,238,9.83032,13.5072,3,3,33,33,0.0513417,0.804579,3,5,4
16,812,256,9.09353,12.5288,3,3,26,26,0.0459502,0.751771,3,5,4
17,752,237,8.22718,11.3767,3,3,24,24,0.0374351,0.641925,2,4,3
18,682,213,7.62687,10.4904,3,3,28,28,0.0312863,0.541952,2,4,3
19,588,181,6.89435,9.4742,3,3,29,29,0.0233372,0.417674,2,3,3
20,470,159,6.32797,8.68167,3,3,30,30,0.0142783,0.28156,2,3,2
21,366,123,5.91358,8.09465,3,3,23,23,0.0112535,0.21869,2,3,2
22,270,79,4.98953,6.8534,3,3,14,14,0.0056908,0.126808,2,2,2
23,162,34,4.3125,5.92188,3,3,8,8,0.0029917,0.0714245,1,2,1
24,88,17,3.74648,5.11268,3,3,8,8,0.0013615,0.0344829,1,1,1
25,38,6,3.1875,4.25,3,3,7,7,0.0005884,0.0145372,1,1,1
26,4,1,3.66667,5,3,3,5,5,5.36e-05,0.001547,2,1,1
27,2,1,3,4,3,4,3,4,1.43e-05,0.0004431,2,2,1
