depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,847,1171,847,1171,847,1171,0.551639,0.73924,0,847,363,63,63
1,2,0,630,842,624,636,636,850,0.746545,0.881806,158,366,240,30,17
2,4,0,513.5,677.25,482,482,542,694,0.944248,1.16461,105,298,185,18,11
3,8,0,437,571.5,373,413,546,546,1.60593,1.99925,80,264,153,12,7
4,16,0,374.438,491.5,284,298,501,501,2.45057,3.16955,64,237,130,10,6
5,32,0,288.562,371.062,172,190,365,365,3.07684,4.06057,55,173,94,6,4
6,64,0,215.891,270.766,86,85,314,314,3.78482,5.21686,39,129,65,3,2
7,128,0,163.688,203.203,5,6,290,290,4.28649,6.45665,26,99,47,1,1
8,230,0,124.352,152.03,5,5,241,241,4.54998,7.54424,18,78,34,0,0
9,390,0,101.003,122.859,5,5,226,226,5.78797,10.1628,13,66,27,0,0
10,582,0,82.6014,99.4261,5,5,221,221,6.42162,11.9159,10,56,22,0,0
11,786,0,68.8982,82.7239,5,5,165,165,6.43799,12.7346,7,47,18,0,0
12,926,2,53.3323,62.3745,5,5,140,140,4.88618,10.5121,6,36,13,0,0
13,998,5,46.6103,53.7623,5,5,125,125,4.27972,9.63466,5,31,11,0,0
14,1022,6,33.3661,37.5659,5,5,106,106,2.46783,6.19615,4,21,7,0,0
15,986,17,23.7657,26.3426,5,5,80,80,1.17855,3.58452,3,14,5,0,0
16,966,39,18.9655,20.4725,5,5,46,46,0.73689,2.58244,2,11,3,0,0
17,930,73,11.0723,12.3069,5,5,28,28,0.206876,1.09923,1,6,2,0,0
18,870,56,7.13759,8.53194,5,5,11,11,0.107381,0.863592,1,4,1,0,0
19,652,74,5,6,5,5,5,6,0.0409983,0.477043,1,4,1,0,0
20,268,134,5,6,5,5,5,6,0.0081817,0.12036,0,5,1,0,0
