depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,7,10,7,10,7,10,5.93e-05,0.0056662,0,7,3,0,0
1,2,1,7,10,7,10,7,10,8.25e-05,0.0023007,0,7,3,0,0
2,2,0,6,8.5,5,7,7,7,0.0001591,0.0033728,0,6,2,0,0
3,4,0,5.5,7.75,5,5,7,7,0.0003571,0.007019,0,5,2,0,0
4,8,0,5,7,3,3,7,7,0.0005545,0.0126203,0,5,2,0,0
5,16,0,5,7,3,3,7,7,0.0012599,0.026104,0,5,2,0,0
6,32,0,5,7,3,3,7,7,0.0025618,0.0507036,0,5,2,0,0
7,64,0,5,7,3,3,7,7,0.0051007,0.098378,0,5,2,0,0
8,128,0,4.75,6.625,3,3,7,7,0.0080812,0.165209,0,4,1,0,0
9,152,0,3.86842,5.30263,3,3,7,7,0.0058805,0.128375,0,3,1,0,0
10,32,0,5,7,5,5,5,7,0.0008613,0.0203587,1,2,2,0,0
11,42,11,5,7,5,5,5,7,0.0005275,0.0163303,1,1,2,0,0
12,60,15,5,7,5,5,5,7,0.0007893,0.0236113,1,1,2,0,0
13,88,21,5,7,5,5,5,7,0.0011862,0.0356377,1,1,2,0,0
14,126,29,5,7,5,5,5,7,0.001534,0.0471312,1,1,2,0,0
15,70,6,5,7,5,5,5,7,0.0009679,0.0305727,1,1,2,0,0
16,52,3,5,7,5,5,5,7,0.0006959,0.0231914,1,1,2,0,0
17,52,2,5,7,5,5,5,7,0.00071,0.0239505,1,1,2,0,0
18,46,0,4.26087,5.8913,3,3,5,7,0.0005691,0.0198546,1,1,1,0,0
19,48,0,3.375,4.5625,3,3,5,5,0.000531,0.0183718,1,1,1,0,0
20,10,0,3,4,3,3,3,4,0.0001033,0.003459,1,1,1,0,0
