depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,83,114,83,114,83,114,0.0040926,0.0396374,0,83,35,4,4,0
1,2,1,83,114,83,114,83,114,0.0069113,0.0420317,0,83,35,4,4,0
2,2,0,77,105.5,71,83,83,97,0.013135,0.0717244,0,77,32,3,3,0
3,4,0,76.25,104.5,68,71,83,93,0.0228005,0.141727,0,76,31,3,3,0
4,8,0,73.125,99.875,61,70,82,83,0.0327526,0.212744,0,73,30,3,3,0
5,16,0,68.4375,93.4375,52,61,82,82,0.0564973,0.370846,0,68,28,3,3,0
6,32,0,63.625,86.8438,51,51,79,79,0.101166,0.681135,0,63,25,2,2,0
7,64,0,59.0312,80.5312,44,44,80,80,0.169332,1.21572,0,59,23,1,1,0
8,128,0,54.9531,75.0156,41,41,80,80,0.312639,2.27688,0,54,21,1,1,0
9,256,0,50.9531,69.5859,36,36,81,81,0.567834,4.22963,1,50,19,0,0,0
10,512,0,47.3672,64.7148,31,31,77,77,1.03361,8.76866,1,47,17,0,0,0
11,1024,0,44.0137,60.1045,26,26,77,77,1.9162,16.6895,1,43,16,0,0,0
12,2048,0,40.6729,55.4814,22,22,77,77,3.42147,29.3939,1,40,15,0,0,0
13,4096,0,37.3159,50.792,18,18,77,77,6.13568,53.7536,1,36,13,0,0,0
14,8192,0,33.6849,45.7113,13,13,77,77,10.6722,95.2781,1,32,12,0,0,0
15,14476,0,30.7758,41.6158,10,10,77,77,16.3788,152.063,1,29,11,0,0,0
16,19770,0,28.9115,38.9498,10,10,75,75,20.198,204.577,1,27,10,0,0,0
17,19514,0,27.2498,36.5469,7,7,75,75,17.8402,226.556,1,24,9,0,0,1
18,13736,0,26.3172,35.1912,7,7,73,73,11.378,165.436,2,22,8,0,0,4
19,10776,0,23.9803,32.0092,4,4,72,72,6.89307,107.093,2,19,8,0,0,8
20,1462,0,24.1163,32.1929,7,7,52,52,0.668076,9.04088,4,12,8,0,0,8
21,1602,500,24.8094,33.1697,7,7,52,52,0.298676,4.19476,6,6,8,0,0,8
22,1896,635,24.2823,32.4377,7,7,52,52,0.256509,3.94353,6,5,8,0,0,8
23,2212,276,23.9571,32.0093,7,7,52,52,0.71411,9.53843,5,9,8,0,0,8
24,3426,931,24.1114,32.2224,7,7,52,52,0.716033,9.54968,5,7,8,0,0,8
25,4512,865,23.4346,31.2638,7,7,49,49,1.10015,15.4628,5,8,7,0,0,7
26,6140,1079,22.7967,30.3705,7,7,49,49,1.51555,23.3894,5,8,7,0,0,7
27,8572,1937,22.2119,29.5418,7,7,49,49,1.733,30.0496,5,7,7,0,0,7
28,11080,2154,21.5285,28.5772,7,7,49,49,2.33876,41.8774,4,7,7,0,0,7
29,14854,2899,21.1055,27.9701,7,7,49,49,3.14069,57.6745,4,7,6,0,0,6
30,19968,3157,20.8534,27.6075,7,7,49,49,4.6632,78.6153,4,8,6,0,0,6
31,27630,4565,20.8307,27.5518,7,7,49,49,6.33786,104.727,4,8,6,0,0,6
32,37696,5451,20.5774,27.1801,7,7,49,49,8.95818,168.015,4,8,6,0,0,6
33,52296,8435,20.3334,26.8169,7,7,49,49,11.5293,235.614,4,7,6,0,0,6
34,71122,11258,19.8838,26.1724,7,7,49,49,15.1152,309.954,3,7,6,0,0,6
35,93640,16161,19.3975,25.475,7,7,49,49,18.5672,371.998,3,7,6,0,0,6
36,120438,22307,18.9334,24.8135,7,7,49,49,24.0439,460.734,3,7,5,0,0,5
37,152470,30211,18.5589,24.2807,7,7,47,47,29.7403,568.616,3,6,5,0,0,5
38,2298,495,16.609,21.6805,7,7,42,42,0.329448,6.9197,3,5,5,0,0,5
