depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,455,273,455,273,455,273,0.0315108,0.157799,0,455,125,240,240,113
1,2,0,361.5,225,327,196,396,396,0.0532732,0.174144,57,258,107,199,153,105
2,4,0,263.75,180.75,167,167,359,359,0.0525785,0.18043,52,139,84,134,72,82
3,8,0,193.875,145.5,85,85,314,314,0.0813097,0.280833,41,109,64,89,52,64
4,16,0,141.375,116.75,54,54,281,281,0.111152,0.418761,32,81,48,56,33,48
5,32,0,105.969,94.8438,28,28,243,243,0.172493,0.680021,24,65,38,37,26,38
6,64,0,77.8438,73.5,14,14,245,245,0.206607,0.874645,19,46,28,24,16,28
7,122,0,57.7295,56.6639,10,10,235,235,0.265864,1.18331,15,33,21,16,10,20
8,234,0,40.8718,41.9145,4,4,203,203,0.312879,1.47784,11,22,14,9,5,14
9,428,0,29.0514,30.5187,4,4,214,214,0.359684,1.85914,7,16,9,5,3,9
10,716,0,21.2751,22.6425,4,4,171,171,0.381821,2.4063,6,11,6,3,2,6
11,984,0,16.8008,18.1799,4,4,141,141,0.368314,2.54897,5,8,5,2,1,5
12,1144,0,14.3715,15.6827,4,4,118,118,0.339119,2.24389,4,7,4,1,1,4
13,1184,0,12.7171,14,4,4,111,111,0.281949,2.01729,4,6,3,1,0,3
14,1080,0,11.7306,12.9565,4,4,104,104,0.212771,1.62037,3,5,3,1,0,3
15,914,0,10.453,11.6379,4,4,83,83,0.140402,1.18693,3,5,2,0,0,2
16,736,0,9.35054,10.4701,4,4,80,80,0.0950501,0.907511,3,4,2,0,0,2
17,524,0,8.29771,9.39695,4,4,59,59,0.0530666,0.524109,3,3,2,0,0,2
18,316,0,7.26899,8.38608,4,4,48,48,0.0251349,0.270683,3,3,1,0,0,1
19,154,0,7.29221,8.38961,4,4,38,38,0.0119192,0.130249,3,3,1,0,0,1
20,74,0,5.94595,7.18919,4,4,16,16,0.003181,0.0493904,2,2,1,0,0,1
21,36,0,5.5,6.77778,4,4,11,11,0.0012926,0.0222275,2,2,1,0,0,1
22,16,0,5.25,6.5625,4,4,8,10,0.0006004,0.0103891,2,2,1,0,0,1
23,4,0,4,5,4,4,4,5,7.56e-05,0.0016595,2,2,1,0,0,1
