depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,363,421,363,421,363,421,0.159437,0.279136,0,363,114,10,10,0
1,2,0,354,404,144,144,564,645,0.212925,0.311798,40,210,111,16,12,0
2,4,0,420.25,454.75,51,51,1059,1193,0.843654,1.10053,35,260,139,41,30,0
3,8,1,443.429,475.429,57,57,1241,1443,1.98643,2.49454,35,285,143,42,25,0
4,14,4,539.3,581.8,108,108,1168,1318,3.20539,3.9809,56,296,176,56,31,0
5,20,0,452.6,501.55,15,15,1400,1400,6.22124,7.72122,44,296,148,37,23,0
6,40,7,425.515,473.939,13,13,1472,1654,8.32414,10.5188,44,262,138,31,18,0
7,64,16,443.708,497.104,5,5,1447,1775,14.074,17.711,42,297,144,31,20,0
8,96,16,406.125,452.275,5,5,1886,2280,19.3732,24.537,45,254,130,27,17,0
9,154,41,430.407,481.655,23,23,1974,2356,29.4688,37.0056,47,282,139,28,17,0
10,216,51,442.721,499.352,25,25,1859,2237,43.6427,54.7178,52,280,146,30,19,0
11,324,68,411.141,462.75,15,15,1941,1941,62.5347,78.5889,50,261,134,27,16,0
12,484,106,391.553,441.516,15,15,1745,1745,84.8874,108.052,47,254,127,23,15,0
13,736,146,346.771,391.02,11,11,1451,1929,104.963,137.494,42,223,110,18,11,0
14,1130,270,321.977,361.083,5,5,1721,1721,141.743,187.649,36,217,101,16,11,0
15,1650,403,292.058,326.597,5,5,1586,1698,170.674,229.068,35,192,90,14,9,0
16,2338,610,268.204,298.871,5,5,1427,1427,205.969,280.439,32,178,82,12,8,0
17,3230,882,243.178,270.769,5,5,1487,1487,241.533,334.455,28,164,73,10,7,0
18,4354,1211,217.787,242.417,5,5,1523,1523,267.05,376.734,25,146,64,8,6,0
19,5764,1671,196.483,218.799,5,5,1643,1643,295.298,425.462,23,132,57,7,5,0
20,7470,2183,174.082,193.28,5,5,1433,1433,310.115,457.5,21,117,50,5,4,0
21,9532,2933,154.558,171.195,5,5,1273,1273,308.325,472.358,18,103,43,4,3,0
22,6791,1950,153.708,173.098,5,5,1075,1075,219.96,339.474,19,101,43,4,2,0
