depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,42,54,42,54,42,54,0.0005732,0.013901,0,42,29
1,2,0,39,98,35,35,43,57,0.0011077,0.0153927,7,27,25
2,4,0,43.75,218,35,35,54,62,0.002377,0.0343341,6,30,28
3,8,0,41.25,417,28,28,56,56,0.0060438,0.0832685,1,37,27
4,16,0,36.5625,734,13,13,57,57,0.008605,0.126135,4,28,24
5,32,1,34.4688,1375,5,5,72,72,0.0130523,0.195907,6,23,23
6,62,8,28.9677,2248,5,5,80,80,0.021785,0.354047,5,23,22
7,108,21,24.3148,3246,3,3,102,102,0.0317969,0.507863,5,21,19
8,170,47,21.5882,4611,3,3,98,98,0.0454377,0.724336,5,21,19
9,242,58,20.7769,6254,3,3,91,91,0.0669697,1.05323,4,21,17
10,354,96,17.9322,7965,3,3,83,83,0.0803553,1.24127,4,18,15
11,492,157,16.3557,10049,3,3,80,80,0.102036,1.6223,4,18,14
12,606,186,15.4109,11723,3,3,103,103,0.116239,1.8296,4,16,13
13,774,265,13.6718,13263,3,3,77,77,0.130233,2.07477,4,15,12
14,832,274,13.3846,13935,3,3,74,74,0.12701,2.02664,4,14,11
15,874,312,12.5686,13672,3,3,75,75,0.126227,1.99982,4,14,11
16,882,320,11.517,12695,3,3,91,91,0.110537,1.76637,4,12,10
17,866,325,10.8557,11661,3,3,66,66,0.0984317,1.58606,4,11,9
18,810,302,10.1407,10228,3,3,66,66,0.0867094,1.39341,4,10,9
19,762,306,8.8622,8457,3,3,77,77,0.0628292,1.05647,4,9,8
20,696,290,7.64224,6737,3,3,71,71,0.0464092,0.79415,4,8,7
21,612,259,6.66667,5196,3,3,66,66,0.0327852,0.57839,3,6,6
22,424,173,5.92925,3262,3,3,53,53,0.0189768,0.347685,3,5,5
23,240,104,4.75833,1493,3,3,56,56,0.0080082,0.161949,3,4,4
24,158,76,3.46835,724,3,3,16,16,0.0034779,0.0844704,2,4,3
25,114,52,2.94737,451,3,3,12,12,0.0017873,0.0499968,2,3,2
26,76,36,2.51316,259,3,3,10,10,0.0008709,0.0260995,2,2,1
27,46,19,2.41304,151,3,3,8,8,0.0007083,0.018365,1,2,1
28,14,5,2.21429,42,3,3,5,7,0.0001418,0.0042108,1,1,1
29,4,1,2.25,12,3,3,3,4,4.25e-05,0.0013461,1,2,1
