depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,9,13,9,13,9,13,7.85e-05,0.0059253,0,9,4
1,2,1,9,13,9,13,9,13,0.000189099,0.0035145,0,9,4
2,2,0,9,13,9,9,9,13,0.0003136,0.0057885,0,9,4
3,4,0,9,13,9,9,9,13,0.000454899,0.0097084,0,9,4
4,8,0,9,13,9,9,9,13,0.0012913,0.0252763,0,9,4
5,16,0,9,13,9,9,9,13,0.00205001,0.0438591,0,9,4
6,32,0,7,10,5,5,9,9,0.00382541,0.071696,0,7,3
7,64,0,6.5,9.25,5,5,9,9,0.00613939,0.125756,0,6,2
8,128,0,6.5,9.25,5,5,9,9,0.0102191,0.206423,0,6,2
9,256,0,5.75,8.125,3,3,9,9,0.0172534,0.358062,0,5,2
10,438,0,5.41096,7.61644,3,3,9,9,0.0259644,0.541802,0,5,2
11,268,0,5.15672,7.23507,3,3,9,9,0.0132073,0.285423,1,4,2
12,66,0,6.27273,8.90909,5,5,9,9,0.0022987,0.0556604,1,3,2
13,74,25,6.83673,9.7551,5,5,9,9,0.00112319,0.0326627,2,1,2
14,88,35,7.03774,10.0566,5,5,9,9,0.000957095,0.0342839,2,1,3
15,94,9,6.83529,9.75294,5,5,9,9,0.00311919,0.0725099,1,3,2
16,140,37,7.09709,10.1456,5,5,9,9,0.0029516,0.0769278,2,2,3
17,184,42,7.23944,10.3592,5,5,9,9,0.0046789,0.114948,1,2,3
18,248,39,7.32536,10.488,5,5,9,9,0.00781681,0.181061,1,2,3
19,358,58,7.46667,10.7,5,5,9,9,0.0113163,0.286702,1,3,3
20,524,68,7.36842,10.5526,5,5,9,9,0.0159853,0.418915,1,2,3
21,722,59,7.181,10.2715,5,5,9,9,0.0204679,0.560598,1,2,3
22,902,42,6.95116,9.92674,5,5,9,9,0.025688,0.713573,1,2,2
23,908,26,6.44671,9.17007,5,5,9,9,0.0215518,0.649397,1,2,2
24,550,6,5.66912,8.00368,3,3,9,9,0.010426,0.348975,1,1,2
25,348,8,4.78824,6.68235,3,3,7,7,0.00596819,0.199242,2,1,1
26,270,18,4.42063,6.13095,3,3,7,7,0.00449101,0.14576,1,1,1
27,208,43,4.70909,6.56364,3,3,5,7,0.00258381,0.0920233,1,1,1
28,196,37,4.81132,6.71698,3,3,5,7,0.00293489,0.0895996,1,1,1
29,190,44,4.86301,6.79452,3,3,5,7,0.001977,0.0712114,1,1,1
30,184,23,4.95031,6.92547,3,3,5,5,0.00196829,0.0791293,1,1,1
31,190,2,4.89362,6.84043,3,3,5,7,0.00254019,0.0942241,1,1,1
32,190,0,4.86316,6.79474,3,3,5,7,0.0025745,0.0951187,1,1,1
33,192,0,4.70833,6.5625,3,3,5,5,0.0026753,0.0980524,1,1,1
34,180,0,4.31111,5.96667,3,3,5,7,0.00236279,0.0871688,1,1,1
35,150,0,3.56,4.84,3,3,5,5,0.00181299,0.0639645,1,1,1
36,54,0,3.07407,4.11111,3,3,5,5,0.000631104,0.0207902,2,1,1
37,2,0,3,4,3,3,3,4,2.52e-05,0.000738401,2,1,1
