depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,9,13,9,13,9,13,0.0001646,0.0061637,0,9,4,0,0
1,2,1,9,13,9,13,9,13,0.0001079,0.0025474,0,9,4,0,0
2,2,0,8,11.5,7,9,9,10,0.0001922,0.0040619,0,8,3,0,0
3,4,0,8,11.5,7,7,9,10,0.0004781,0.0087123,0,8,3,0,0
4,8,0,8,11.5,7,7,9,10,0.0013465,0.0214804,0,8,3,0,0
5,16,0,8,11.5,7,7,9,10,0.0022694,0.0410181,0,8,3,0,0
6,32,0,8,11.5,7,7,9,10,0.005142,0.0923145,0,8,3,0,0
7,64,0,7.5,10.75,7,7,9,10,0.0075507,0.14609,0,7,3,0,0
8,128,0,6.5,9.25,5,5,9,9,0.0107353,0.222106,0,6,2,0,0
9,256,0,5.125,7.1875,3,3,9,9,0.0149213,0.298839,0,4,2,0,0
10,346,0,4.7341,6.60116,3,3,9,9,0.0183391,0.388514,0,4,1,0,0
11,48,0,6.58333,9.375,5,5,9,10,0.0019511,0.0444436,1,3,2,0,0
12,42,13,7,10,5,5,9,9,0.000763,0.0221976,2,2,3,0,0
13,56,4,6.76923,9.65385,5,5,9,9,0.0022211,0.054887,1,2,2,0,0
14,82,14,6.47059,9.20588,5,5,9,9,0.002115,0.0546927,1,2,2,0,0
15,100,18,6.34146,9.0122,5,5,9,9,0.002224,0.0585374,1,2,2,0,0
16,126,30,6.4375,9.15625,5,5,9,9,0.0026924,0.0724921,1,2,2,0,0
17,158,34,6.08065,8.62097,3,3,9,9,0.0031483,0.0837575,1,2,2,0,0
18,174,36,6.3913,9.08696,3,3,9,9,0.004229,0.107183,1,2,2,0,0
19,212,47,6.58788,9.38182,5,5,9,9,0.0049486,0.12925,1,2,2,0,0
20,278,53,6.59111,9.38667,5,5,9,9,0.0077278,0.19221,1,2,2,0,0
21,364,85,6.62724,9.44086,5,5,9,9,0.008255,0.212986,1,2,2,0,0
22,454,106,6.54598,9.31897,5,5,9,9,0.0094357,0.252818,1,2,2,0,0
23,524,113,6.3528,9.0292,5,5,9,9,0.0108329,0.295264,1,2,2,0,0
24,546,86,6.14783,8.72174,5,5,9,9,0.0113888,0.304955,1,2,2,0,0
25,532,58,5.99156,8.48734,5,5,9,9,0.0118271,0.308789,1,2,2,0,0
26,506,35,5.88747,8.33121,3,3,9,9,0.0116664,0.306604,1,2,2,0,0
27,448,23,5.72941,8.09412,3,3,9,9,0.0114011,0.293837,1,2,2,0,0
28,408,12,5.4798,7.7197,3,3,9,9,0.0099209,0.243375,1,2,2,0,0
29,342,9,5.41441,7.62162,3,3,9,9,0.0089437,0.218024,1,2,2,0,0
30,264,6,5.75969,8.13953,3,3,9,9,0.007372,0.168502,1,2,2,0,0
31,214,5,5.95694,8.43541,3,3,9,9,0.005811,0.14114,1,2,2,0,0
32,186,5,5.99448,8.49171,3,3,9,9,0.0051896,0.126412,1,2,2,0,0
33,158,5,5.98039,8.47059,3,3,7,7,0.0044125,0.104197,1,2,2,0,0
34,134,5,5.97674,8.46512,3,3,7,7,0.0034407,0.0837976,1,2,2,0,0
35,110,4,5.98113,8.4717,3,3,7,7,0.0031869,0.0764818,1,2,2,0,0
36,94,3,6.01099,8.51648,3,3,7,7,0.0024702,0.0609225,1,2,2,0,0
37,74,3,6.07042,8.60563,5,5,7,7,0.0021844,0.0510937,1,2,2,0,0
38,62,2,6.06667,8.6,5,5,7,7,0.0017162,0.0400569,1,2,2,0,0
39,48,2,6.04348,8.56522,5,5,7,7,0.0015074,0.0362006,1,2,2,0,0
40,36,1,6.02857,8.54286,5,5,7,7,0.0009731,0.0232068,1,2,2,0,0
41,28,0,6,8.5,5,5,7,7,0.000761,0.0183059,1,2,2,0,0
42,20,0,6,8.5,5,5,7,7,0.0005851,0.0134893,1,2,2,0,0
43,16,0,6,8.5,5,5,7,7,0.0004533,0.0106548,1,2,2,0,0
44,12,0,6,8.5,5,5,7,7,0.0003205,0.008009,1,2,2,0,0
45,8,0,6,8.5,5,5,7,7,0.0002085,0.0052243,1,2,2,0,0
46,6,0,6,8.5,5,5,7,7,0.0001583,0.0039468,1,2,2,0,0
47,4,0,6,8.5,5,5,7,7,0.0001022,0.0027014,1,2,2,0,0
48,2,0,6,8.5,5,7,7,7,7.23e-05,0.0017717,1,2,2,0,0
49,2,0,6,8.5,5,7,7,7,5.63e-05,0.0013398,1,2,2,0,0
