depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,2210,971,2210,971,2210,971,0.335421,1.19434,0,2210,673
1,2,0,1666,1539,1490,817,1842,1490,0.49648,1.34843,212,1231,499
2,4,0,1176.25,2507,1163,589,1214,1214,0.677747,1.92853,172,863,371
3,8,0,965.75,4738,845,458,1116,1116,0.948488,3.33822,113,753,342
4,16,0,796.812,8560,469,403,1117,1117,1.14051,4.93262,147,505,304
5,32,1,664.719,15493,251,251,1228,1228,1.91919,9.04134,156,409,284
6,62,14,483.71,22742,251,244,1228,1228,1.84081,9.86442,183,263,269
7,96,15,474.552,36567,155,155,1232,1232,3.13918,16.6005,156,277,257
8,162,27,426.741,59485,155,155,1127,1127,4.91036,24.3529,154,257,252
9,270,75,349.015,83618,141,141,1251,1251,4.90619,24.98,174,182,245
10,386,117,314.697,111048,82,82,1162,1162,5.62533,27.7784,174,153,235
11,536,198,269.399,134148,34,34,1087,1087,4.69535,22.477,183,104,225
12,674,275,242.273,152571,82,82,1050,1050,3.41418,15.9109,190,66,216
13,792,307,237.525,177589,34,34,981,981,4.50349,21.7667,176,74,205
14,952,364,225.485,204453,49,49,961,961,5.07007,25.4967,166,71,192
15,1158,417,221.102,245738,34,34,919,919,7.37756,36.1488,150,81,181
16,1432,486,212.426,293815,49,49,863,863,9.30807,44.4183,134,84,167
17,1834,581,201.769,359723,49,49,825,825,11.1235,50.9638,122,79,152
18,2354,844,176.34,404322,49,49,772,772,9.72704,48.7412,118,58,140
19,2790,1080,160.597,437230,49,49,757,757,8.85491,45.162,115,47,133
20,3220,1267,150.86,475458,33,33,720,720,8.45218,42.8749,110,41,125
21,3698,1512,140.379,508408,33,33,685,685,7.18066,40.4017,107,32,119
22,4156,1497,143.362,583977,33,33,627,627,12.719,69.0733,93,47,110
23,4916,1571,139.075,672060,26,26,568,568,18.3045,96.1996,81,54,99
24,6124,1892,127.698,774717,26,26,525,525,20.3491,106.618,72,49,88
25,7640,2762,110.408,836128,26,26,478,478,16.2372,93.1857,70,35,81
26,8886,3356,99.8002,881685,21,21,436,436,13.7387,88.3037,66,27,74
27,10204,3996,92.7972,944775,20,20,398,398,15.1373,96.2884,62,26,70
28,11312,4505,85.263,964150,18,18,369,369,11.9729,86.1517,58,20,64
29,12446,4351,84.9904,1.06136e+06,18,18,360,360,19.2192,128.371,50,27,58
30,13876,4244,81.7719,1.15036e+06,12,12,338,338,25.7955,177.678,43,32,51
31,16282,4503,74.4442,1.24391e+06,12,12,311,311,29.6801,209.071,37,31,44
32,19662,6647,62.8691,1.27857e+06,12,12,281,281,24.8393,182.313,34,24,40
33,22558,8237,54.5463,1.28162e+06,11,11,254,254,17.9686,159.579,32,17,35
34,25210,9493,49.901,1.3174e+06,8,8,232,232,18.1153,167.434,29,16,32
35,27932,11567,43.7188,1.28176e+06,8,8,200,200,11.0367,129.701,27,10,29
36,29966,10270,43.285,1.36159e+06,4,4,185,185,19.1949,200.569,23,15,25
37,34250,11204,39.0983,1.40871e+06,4,4,163,163,20.1618,236.878,19,14,21
38,39076,11982,35.2597,1.45463e+06,4,4,143,143,23.1013,295.47,16,14,18
39,44184,16458,28.9648,1.3569e+06,4,4,126,126,14.3165,239.89,15,9,16
40,46916,18943,25.5486,1.2719e+06,4,4,118,118,9.88072,206.443,14,6,14
41,14308,5457,21.1978,335818,4,4,62,62,2.60611,68.8754,10,6,11
