depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,19,25,19,25,19,25,0.0004223,0.015143,0,19,11
1,2,0,16,21,11,15,21,21,0.0006932,0.0101596,5,10,9
2,4,0,15.75,21,7,7,26,26,0.0015982,0.0223102,2,10,9
3,8,2,16.3333,21.8333,7,7,24,24,0.001719,0.0258425,3,10,9
4,12,2,15.2,20.4,7,7,23,23,0.0017272,0.0283177,4,7,8
5,20,3,13.6471,18.2353,7,7,23,23,0.0033902,0.0518699,2,8,7
6,34,9,11.76,16,5,5,24,24,0.0038059,0.0581896,3,6,6
7,50,11,12.5128,16.9231,5,5,26,26,0.0063379,0.0991624,2,7,6
8,72,21,11.9216,16.1373,5,5,34,34,0.0072022,0.115002,3,7,6
9,92,25,10.4776,14.2388,3,3,42,42,0.0068086,0.111028,2,6,5
10,112,35,10.2338,14,3,3,28,28,0.0082071,0.133696,2,6,4
11,108,33,9.53333,13.1067,3,3,23,23,0.0077031,0.128504,2,5,4
12,96,29,8.70149,11.9701,3,3,25,25,0.0060368,0.100963,2,5,4
13,90,31,7.23729,10.0169,3,3,19,19,0.0037707,0.069696,2,4,3
14,70,26,5.79545,7.86364,3,3,12,12,0.0022218,0.0431997,2,3,2
15,42,18,6.04167,8.25,3,3,15,15,0.0011326,0.024086,2,3,2
16,24,11,6.15385,8.53846,3,3,10,10,0.0005025,0.0120039,3,3,2
17,20,8,4.33333,5.91667,3,3,7,7,0.0003287,0.0081227,2,2,1
18,6,3,4.33333,6,3,4,5,5,5.06e-05,0.0017588,2,2,1
19,4,2,3,4,3,3,3,4,3.17e-05,0.0011341,2,2,1
