depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,447,502,447,502,447,502,0.192619,0.313418,0,447,136,19,19,0
1,2,0,684.5,792.5,423,423,946,1093,0.748397,0.966847,57,429,237,52,39,0
2,4,0,649.75,764.75,371,371,1196,1413,1.42029,1.79284,80,358,237,59,35,0
3,8,0,618.25,731.125,292,292,1539,1851,2.52132,3.19776,84,317,222,51,20,0
4,16,0,577.25,671.438,221,221,1743,2104,4.63926,5.85917,74,285,202,50,21,0
5,32,0,518.719,595.562,86,86,1903,1903,10.661,13.0449,65,283,177,43,21,0
6,64,6,482.534,546.931,30,30,2201,2201,15.2419,19.2759,62,273,159,37,17,0
7,116,12,450.827,513.769,26,26,2395,3008,27.4693,34.4952,56,263,149,34,18,0
8,208,28,398.394,450.461,15,15,2092,2092,41.3981,52.2977,47,245,127,26,14,0
9,354,64,366.141,413.983,5,5,2235,2235,52.6038,66.9727,45,217,115,22,11,0
10,560,79,326.79,370.143,5,5,2339,2339,79.1502,101.278,38,202,101,17,10,0
11,918,169,296.674,336.001,5,5,2388,2388,110.196,141.946,33,188,91,14,8,0
12,1408,273,268.85,303.055,5,5,2198,2198,147.564,191.416,30,174,81,12,7,0
13,2038,411,248.305,279.264,5,5,2034,2034,188.043,250.715,27,163,74,11,7,0
14,2848,573,229.007,258.024,5,5,2171,2171,225.616,304.982,26,149,67,9,5,0
15,3926,870,206.843,232.152,5,5,1674,1674,261.725,358.831,23,136,59,7,5,0
16,5190,1169,187.032,209.281,5,5,1762,1762,284.587,401.715,20,124,53,6,4,0
17,6636,1549,170.921,190.939,5,5,1579,1579,315.807,456.161,18,115,47,5,3,0
18,8182,1941,151.571,168.409,5,5,1357,1357,307.039,457.261,16,101,41,4,3,0
19,9872,2490,135.765,150.125,5,5,1329,1329,296.411,456.846,15,91,36,3,2,0
20,4598,905,151.673,170.291,5,5,1217,1217,176.239,269.471,16,103,41,3,2,0
