depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,133,159,133,159,133,159,0.0035146,0.0619013,0,133,106
1,2,0,149.5,339,92,92,207,233,0.0044048,0.0629485,45,83,123
2,4,0,171.25,773,113,113,250,278,0.0108993,0.145918,44,101,143
3,8,0,165.375,1471,82,82,303,303,0.0185218,0.242629,53,87,135
4,16,0,156.875,2802,67,67,291,291,0.0418854,0.532444,44,90,127
5,32,0,144.5,5171,54,54,323,323,0.0771877,0.996551,44,86,116
6,64,1,129.766,9257,23,23,271,271,0.15865,1.97119,36,82,105
7,126,4,119.484,16806,12,12,287,287,0.245577,3.28419,32,80,97
8,244,10,106.262,29082,5,5,283,283,0.449581,5.94205,28,73,86
9,468,34,93.9744,49446,5,5,285,285,0.780666,10.4418,24,69,77
10,868,83,85.7143,83973,5,5,301,301,1.27048,17.546,22,65,72
11,1570,157,78.7592,140296,3,3,303,303,2.02706,29.1625,19,61,65
12,2826,316,71.8128,231570,3,3,322,322,3.2998,50.6866,17,58,60
13,5020,647,65.6486,377558,3,3,304,304,6.21294,98.922,15,54,55
14,8742,1249,60.3431,607087,3,3,319,319,11.077,172.696,14,51,51
15,14852,2325,56.3822,966893,3,3,308,308,17.2875,263.553,13,49,48
16,24154,3602,54.296,1.51914e+06,3,3,343,343,34.0594,477.732,12,47,46
17,37302,5460,53.1724,2.3025e+06,3,3,333,333,52.7189,632.984,11,46,44
18,52464,7014,53.9938,3.2905e+06,3,3,347,347,76.5283,887.149,11,47,44
19,51857,5068,60.9493,3.66826e+06,3,3,357,357,83.3583,928.652,12,50,48
