depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,39,54,39,54,39,54,0.0009444,0.0126195,0,39,16
1,2,0,22.5,60,16,20,29,29,0.0009869,0.0114509,0,22,8
2,4,0,16.75,89,4,5,25,25,0.0014505,0.0161542,0,16,5
3,6,0,10.8333,86,4,4,21,21,0.0011855,0.016958,0,10,3
4,6,1,8.16667,64,4,4,16,16,0.0005413,0.0094022,0,9,3
5,6,0,7.66667,59,4,4,10,10,0.0003102,0.0092836,0,7,2
6,4,0,5.5,28,4,4,7,7,6.81e-05,0.0037231,0,5,1
7,2,0,7,18,4,5,10,10,7.48e-05,0.0023731,0,7,2
8,2,0,5.5,14,4,5,7,7,0.0001153,0.0027531,0,5,1
9,2,1,2,5,4,5,4,5,0,0.0014736,0,4,1
