depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,175,211,175,211,175,211,0.0076168,0.0498571,0,175,75
1,2,0,183,450,143,143,223,281,0.0175957,0.076269,18,117,82
2,4,0,117.75,577,32,32,223,285,0.0093849,0.0490224,32,41,50
3,8,3,95.25,895,45,45,306,347,0.0390917,0.145948,27,90,68
4,10,3,119.4,1387,37,37,301,301,0.0467564,0.184091,35,86,78
5,14,3,110.643,1771,22,22,322,357,0.0690399,0.252965,30,79,64
6,22,7,101,2445,20,20,316,316,0.114016,0.405554,26,93,65
7,30,9,85.2333,2871,18,18,320,320,0.103124,0.388226,27,66,52
8,42,14,68.8333,3252,15,15,385,385,0.0910183,0.374335,26,49,44
9,56,19,62.8393,3955,15,15,363,363,0.13789,0.541061,20,55,39
10,74,24,56.0946,4658,8,8,272,272,0.154269,0.633246,17,49,33
11,100,39,47.91,5313,7,7,269,269,0.18448,0.783266,15,50,30
12,122,40,48.2705,6510,4,4,240,241,0.185217,0.837866,14,41,27
13,160,60,43.125,7517,4,4,286,286,0.233887,1.01173,14,40,26
14,194,71,39.5876,8347,4,4,252,252,0.224285,1.01341,13,34,23
15,224,90,36.625,8918,11,11,240,240,0.194686,0.949825,14,29,22
16,258,98,34.6899,9624,8,8,161,161,0.243744,1.15878,12,31,19
17,294,120,31.7755,10071,4,4,168,168,0.228397,1.10027,12,26,19
18,328,138,27.7866,9908,4,4,173,173,0.196209,0.99996,11,22,16
19,352,149,25.2727,9753,7,7,183,183,0.193959,0.986529,10,21,15
20,372,161,22.9973,9508,4,4,192,192,0.172717,0.923126,9,19,13
21,372,158,20.957,8886,4,4,185,185,0.161602,0.860775,8,17,12
22,342,143,19.5234,7731,4,4,141,141,0.133932,0.73761,7,16,11
23,274,103,17.7883,5823,4,4,102,102,0.0972533,0.565818,6,15,9
24,256,98,15.0508,4703,4,4,107,107,0.0711827,0.443715,5,12,8
25,248,94,13.5847,4132,4,4,95,95,0.0639937,0.407116,4,12,7
26,216,84,11.4537,3092,4,4,93,93,0.0465837,0.300104,4,10,5
27,172,61,10.6512,2307,4,4,84,84,0.0357161,0.240672,3,10,5
28,138,49,8.84058,1555,4,4,61,61,0.0170059,0.130458,3,7,4
29,66,22,7.45455,617,4,4,39,39,0.0062027,0.0541662,3,6,3
30,46,15,6.73913,388,4,4,32,32,0.0034494,0.0349539,2,5,2
31,24,8,7.08333,217,4,4,32,32,0.0019016,0.0186883,2,6,3
32,14,5,6.71429,119,4,4,25,25,0.0014186,0.0114827,2,6,2
33,8,2,7.25,75,4,5,18,18,0.0006178,0.0059484,3,5,2
34,4,1,5.5,28,7,7,8,9,0.0002498,0.0024732,2,5,2
35,2,1,2,5,4,5,4,5,2.95e-05,0.0005962,3,3,1
