depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,545,747,545,747,545,747,0.241893,0.365869,0,545,202,16,16
1,2,0,412,544,385,385,439,583,0.239787,0.395294,0,412,140,9,9
2,4,0,271,341,206,206,314,415,0.206107,0.402784,0,271,79,2,2
3,8,0,187.25,231.25,102,102,227,267,0.170383,0.424684,0,187,50,0,0
4,16,0,139.312,168.688,92,92,196,214,0.205209,0.561304,0,139,35,0,0
5,32,0,106.25,128.75,56,56,150,150,0.25237,0.793837,0,106,26,0,0
6,64,0,81.8125,96.6406,5,6,112,112,0.322593,1.22577,0,81,19,0,0
7,124,0,67.8548,79.4435,5,5,100,100,0.476463,1.93581,0,67,16,0,0
8,234,0,54.7692,63.5513,5,5,92,92,0.673294,2.89895,0,54,12,0,0
9,398,0,46.2186,53.1156,5,5,93,93,0.928624,4.14706,0,46,10,0,0
10,560,0,38.2018,43.8982,5,5,93,93,1.08647,4.77524,0,38,8,0,0
11,606,1,28.0959,31.7835,5,5,67,67,0.65349,3.58189,0,28,6,0,0
12,488,1,22.1396,24.8501,5,5,58,58,0.311206,2.17713,0,22,4,0,0
13,368,1,17.7357,20.139,5,5,45,45,0.1592,1.29143,0,17,3,0,0
14,268,0,13.2201,15.1231,5,5,39,39,0.0608414,0.656907,0,13,2,0,0
15,228,7,12.6516,14.5158,5,5,41,41,0.0388095,0.523029,0,12,2,0,0
16,180,11,10.1006,11.8402,5,5,33,33,0.0262764,0.328154,0,10,2,0,0
17,156,15,10.6596,12.1986,5,5,27,27,0.0264739,0.291061,0,10,2,0,0
18,88,8,7.8,9.0125,5,5,11,12,0.0041427,0.115611,0,7,1,0,0
19,40,5,5,6,5,5,5,6,0,0.029587,0,5,1,0,0
20,30,15,5,6,5,5,5,6,0,0.0134344,0,5,1,0,0
