depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,30,35,30,35,30,35,0.0018373,0.0116287,0,30,7,0,0,0
1,2,1,34,40,34,40,34,40,0.0030305,0.0102032,0,34,8,0,0,0
2,2,0,25.5,30.5,19,22,32,32,0.0042684,0.0178669,0,25,6,0,0,0
3,4,0,24,28.25,11,12,32,32,0.0075751,0.0298707,0,24,5,0,0,0
4,8,0,19.5,23,11,11,30,30,0.010286,0.0437263,1,17,4,0,0,1
5,8,0,20.25,23.25,9,9,34,34,0.0082297,0.0372594,1,15,4,0,0,2
6,12,0,11.5,13.1667,5,5,18,18,0.0045001,0.0304502,1,10,2,0,0,2
7,6,0,10.3333,11.6667,9,9,11,11,0.0011787,0.0071096,1,5,2,0,0,2
8,10,3,10.7143,11.8571,9,11,11,11,0.0010785,0.0091864,1,3,2,0,0,2
9,10,5,10.6,11.8,9,11,11,11,0,0.0013678,2,0,2,0,0,2
10,10,0,10,11.2,5,5,11,11,0.000423,0.006167,1,2,1,0,0,1
11,12,0,10.1667,11.3333,5,5,11,11,0.0008516,0.0100251,1,2,1,0,0,1
12,12,0,9.16667,10.3333,5,5,11,11,0.0005109,0.0071914,1,2,1,0,0,1
13,12,0,9.33333,10.4167,5,5,11,11,0.0007791,0.009586,1,2,1,0,0,1
14,10,0,9,10.1,5,5,11,11,0.0004012,0.0058032,2,2,1,0,0,1
15,12,0,7,8,5,5,11,11,0.0006733,0.0098621,2,2,1,0,0,1
16,6,0,10,11,5,5,11,12,0.0002549,0.0038123,2,2,1,0,0,1
17,10,0,8,9,5,5,11,12,0.0005442,0.0078742,2,2,1,0,0,1
18,10,0,8.6,9.6,5,5,11,12,0.0005132,0.0066361,2,2,1,0,0,1
19,10,0,7.4,8.4,5,5,11,11,0.0004056,0.0057305,2,2,1,0,0,1
20,6,0,8,9,5,5,11,11,0.0005495,0.0055542,2,2,1,0,0,1
21,6,0,6,7,5,5,11,11,0.0002328,0.0032441,3,2,1,0,0,1
22,2,0,5,6,5,5,5,6,7.22e-05,0.0009329,3,2,1,0,0,1
