depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,9,13,9,13,9,13,9.7e-05,0.0051243,0,9,4,0,0
1,2,1,9,13,9,13,9,13,0.0001045,0.0025512,0,9,4,0,0
2,2,0,10.5,15,9,12,12,13,0.0004402,0.0084173,0,10,5,0,0
3,4,0,9.75,14,9,9,12,13,0.0006506,0.0138187,0,9,4,0,0
4,8,0,9.125,13,7,7,13,13,0.0010668,0.022599,0,9,4,0,0
5,12,0,8.41667,11.9167,7,7,13,13,0.0017501,0.0318619,0,8,3,0,0
6,10,0,8.6,12.1,5,5,13,13,0.0018674,0.0361177,0,8,4,0,0
7,14,0,6.42857,9.14286,3,3,9,9,0.0015599,0.025311,1,5,2,0,0
8,14,0,4.42857,6.14286,3,3,7,7,0.0006164,0.0153317,0,3,1,0,0
9,4,0,5,7,5,5,5,7,0.0001108,0.0030919,1,2,2,0,0
10,4,2,5,7,5,5,5,7,0,0.0006639,2,0,2,0,0
11,4,1,5,7,5,5,5,7,5.84e-05,0.0017578,1,1,2,0,0
12,4,2,5,7,5,5,5,7,0,0.0006828,2,0,2,0,0
13,4,1,4.33333,6,3,3,5,7,2.75e-05,0.0012051,1,1,1,0,0
14,4,0,5,7,5,5,5,7,6.83e-05,0.0021805,1,1,2,0,0
15,8,0,4.75,6.625,3,3,5,7,0.0002447,0.005911,1,1,1,0,0
16,10,0,4.6,6.4,3,3,5,7,0.0001432,0.0055384,1,1,1,0,0
17,16,0,4.25,5.875,3,3,5,5,0.0002585,0.0084509,1,1,1,0,0
18,20,0,4,5.5,3,3,5,7,0.0004119,0.0118088,1,1,1,0,0
19,20,0,3.7,5.05,3,3,5,7,0.0004119,0.0130094,1,1,1,0,0
20,12,0,4,5.5,3,3,5,5,0.0001626,0.0052471,1,1,1,0,0
21,10,0,3.6,4.9,3,3,5,7,0.0001493,0.0050349,2,1,1,0,0
22,6,0,4,5.5,3,3,5,5,8.09e-05,0.0026562,1,1,1,0,0
23,4,0,3,4,3,3,3,4,4.1e-05,0.001448,2,1,1,0,0
