depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,199,225,199,225,199,225,0.0368121,0.0849821,0,199,54,2,2
1,2,0,194.5,223.5,148,148,241,283,0.077034,0.123247,19,94,53,1,0
2,4,0,165.5,187.25,83,83,268,321,0.0789816,0.138085,20,74,43,0,0
3,8,1,140.143,162.143,74,74,300,369,0.147421,0.242238,16,72,38,1,1
4,14,2,116,129.833,31,31,272,272,0.335288,0.495672,12,72,29,0,0
5,24,6,91.2222,101.889,21,21,247,247,0.226009,0.387424,11,50,23,0,0
6,36,10,76.9231,84.5385,17,17,211,211,0.29383,0.511577,9,48,18,0,0
7,52,12,70.35,78.075,9,9,180,180,0.338635,0.643661,7,43,17,0,0
8,80,19,65.7869,72.5738,5,5,210,210,0.514291,0.964953,6,41,15,0,0
9,118,38,57.1,63.8625,5,5,171,171,0.469506,0.93203,6,33,13,0,0
10,142,32,48.2727,53.9,5,5,181,181,0.543047,1.11389,5,30,11,0,0
11,192,49,40.014,43.9161,5,5,109,109,0.456659,1.04177,4,24,8,0,0
12,250,68,31.7363,35.0275,5,5,118,118,0.358899,0.934703,4,19,6,0,0
13,300,90,25.9048,29.1,5,5,93,93,0.285764,0.845284,3,16,5,0,0
14,318,98,19.9636,22.3909,5,5,79,79,0.200951,0.658929,3,12,4,0,0
15,316,108,17.0096,19.101,5,5,70,70,0.152515,0.523715,2,10,3,0,0
16,300,105,13.1897,14.9538,5,5,48,48,0.0700902,0.337389,3,8,2,0,0
17,222,78,9.55556,11.1944,5,5,32,32,0.0237433,0.154606,2,5,1,0,0
18,148,51,8.05155,9.54639,5,5,19,19,0.0108385,0.0860747,2,4,1,0,0
19,76,23,6.58491,7.92453,5,5,11,11,0.0037254,0.0368854,2,3,1,0,0
20,30,10,5,6,5,5,5,6,0.0009119,0.0107413,2,3,1,0,0
21,2,1,5,6,5,6,5,6,6.12e-05,0.0008606,0,5,1,0,0
