depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,178,108,178,108,178,108,0.0086504,0.0582308,0,178,46,90,90,38
1,2,0,132.5,86.5,120,92,145,120,0.0169575,0.0646534,19,96,36,63,54,33
2,4,0,94,67,59,59,135,94,0.016507,0.0701434,17,59,25,36,25,24
3,8,0,65.375,51.875,32,32,105,100,0.0245452,0.0993956,12,40,18,21,14,18
4,16,0,45.9375,41.25,14,14,104,104,0.0277888,0.122946,9,30,13,11,9,13
5,32,0,30.4375,30.7812,4,4,85,85,0.0308951,0.150616,7,19,9,5,4,9
6,62,0,19.7097,21.4677,4,4,71,71,0.0310774,0.164762,5,11,6,2,1,6
7,110,0,13.2,14.8364,4,4,54,54,0.0263046,0.16621,4,6,3,1,0,3
8,160,0,9.51875,11.125,4,4,54,54,0.0243812,0.17172,3,5,2,0,0,2
9,172,0,7.95349,9.47674,4,4,40,40,0.0171062,0.142696,3,4,2,0,0,2
10,140,0,7.25,8.61429,4,4,34,34,0.0108797,0.101084,2,3,1,0,0,1
11,116,0,6.01724,7.25862,4,4,24,24,0.0062868,0.0682212,2,2,1,0,0,1
12,56,0,6,7.25,4,4,15,15,0.0027659,0.0320361,2,2,1,0,0,1
13,30,0,5,6.2,4,4,11,13,0.0009338,0.0139283,2,2,1,0,0,1
14,12,0,4.66667,5.83333,4,4,8,10,0.0003196,0.0052483,2,2,1,0,0,1
15,4,0,4,5,4,4,4,5,8.26e-05,0.0015071,2,2,1,0,0,1
