depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,26,35,26,35,26,35,0.0005252,0.0094871,0,26,9
1,2,1,13,35,26,35,26,35,0.0007074,0.0071267,0,26,9
2,2,0,21.5,58,18,24,25,25,0.0012935,0.0122913,6,21,7
3,4,0,17,91,10,13,20,20,0.0021781,0.0191632,0,16,5
4,8,0,13.75,146,10,10,18,18,0.003237,0.0296663,2,13,4
5,16,0,12,252,7,7,18,18,0.0055674,0.0508735,0,11,3
6,30,0,9.16667,357,7,7,13,13,0.006609,0.0658787,1,8,2
7,48,0,6.5,402,4,4,12,12,0.0061812,0.06939,1,5,1
8,30,0,8.4,328,7,7,12,12,0.0029983,0.0340189,1,4,2
9,48,14,5.89583,365,7,7,12,12,0.0018246,0.0267969,1,2,2
10,66,6,7.27273,623,4,4,12,12,0.0040577,0.060148,1,3,2
11,100,19,6.35,820,4,4,12,12,0.0044314,0.0653269,1,2,2
12,126,17,6.07937,983,4,4,12,12,0.0045354,0.0800215,1,2,2
13,148,11,6.08784,1151,4,4,12,12,0.0050609,0.0859144,1,2,1
14,176,4,6.05114,1359,4,4,12,12,0.0059089,0.104211,1,2,1
15,198,4,5.71212,1440,4,4,12,12,0.0060025,0.107688,1,2,1
16,218,7,5.53211,1534,4,4,12,12,0.0057527,0.112249,1,2,1
17,224,1,5.57589,1588,4,4,10,10,0.0058106,0.11676,1,2,1
18,226,0,5.57965,1603,4,4,10,10,0.0059947,0.118335,1,2,1
19,220,0,5.58182,1561,4,4,10,10,0.0057523,0.115614,1,2,1
20,216,0,5.58333,1533,4,4,10,10,0.0055924,0.114807,1,2,1
21,190,0,5.56316,1344,4,4,10,10,0.0050141,0.103198,1,2,1
22,186,0,5.56452,1316,4,4,10,10,0.0049069,0.104104,1,2,1
23,160,0,5.5375,1127,4,4,10,10,0.0039745,0.0894627,1,2,1
24,144,0,5.5,1008,4,4,7,9,0.0035375,0.0806957,1,2,1
25,116,0,5.5,812,4,4,7,9,0.0029009,0.0664975,1,2,1
26,110,0,5.5,770,4,4,7,9,0.0026542,0.0621098,1,2,1
27,98,0,5.5,686,4,4,7,9,0.0023621,0.0551088,1,2,1
28,90,0,5.5,630,4,4,7,9,0.0021123,0.050418,1,2,1
29,84,0,5.5,588,4,4,7,9,0.0020076,0.0467721,1,2,1
30,76,0,5.5,532,4,4,7,9,0.0018079,0.0428604,1,2,1
31,68,0,5.5,476,4,4,7,9,0.0015932,0.0378711,1,2,1
32,60,0,5.5,420,4,4,7,9,0.0014472,0.0338618,1,2,1
33,52,0,5.32692,352,4,4,7,9,0.0012433,0.0295508,1,2,1
34,36,0,5,228,4,4,7,7,0.0008179,0.0193905,1,2,1
35,18,0,5,114,4,4,7,7,0.0004008,0.0097434,1,2,1
36,8,0,4.75,48,4,4,7,7,0.0001659,0.0040813,1,2,1
37,2,0,4,10,4,4,4,5,3.75e-05,0.0009529,2,2,1
