depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,734,853,734,853,734,853,0.451253,0.630172,0,734,248,53,53,0
1,2,0,662.5,769.5,357,357,968,1171,0.456125,0.596014,104,281,230,58,26,0
2,4,1,711,820.333,361,361,966,966,1.60752,1.94182,68,464,252,69,44,0
3,6,2,623,729,165,165,1075,1075,0.398929,0.531313,163,119,228,62,12,0
4,8,0,550.125,652.375,69,69,1167,1167,2.29791,2.79841,88,249,206,53,17,0
5,16,5,532.636,625.091,79,79,1270,1270,2.29597,2.83642,117,205,192,48,14,0
6,22,3,458.474,526.526,5,5,1279,1279,3.18749,4.07349,94,197,162,45,20,0
7,38,8,445.333,495.867,9,9,1717,1717,6.57542,8.25735,86,239,151,43,25,0
8,60,17,416.837,461.977,5,5,1451,1451,10.3493,12.5519,67,223,140,42,23,0
9,84,22,391.823,431.903,17,17,1815,1815,9.97711,12.6571,68,187,130,39,17,0
10,124,36,347.841,384.955,5,5,1470,1470,14.9842,18.7618,59,181,115,34,18,0
11,176,50,319.754,349.706,9,9,1156,1156,16.2136,21.1946,58,168,103,31,16,0
12,250,73,276.282,300.695,5,5,1110,1110,19.2989,25.1681,46,150,88,25,14,0
13,350,119,245.952,267.035,5,5,1264,1264,19.8953,26.5398,41,133,77,21,11,0
14,450,156,222.228,239.279,5,5,1207,1207,20.9511,28.6784,37,121,68,19,10,0
15,580,197,189.444,202.321,5,5,1468,1468,21.9501,30.2126,32,103,56,15,8,0
16,724,259,171.088,181.832,5,5,1259,1259,24.1094,33.3967,28,96,49,12,7,0
17,894,341,149.333,157.884,5,5,957,957,21.9878,31.2856,25,83,41,9,5,0
18,1054,411,134.754,142.058,5,5,1002,1002,21.2214,31.0597,22,75,36,7,4,0
19,1234,502,117.37,123.5,5,5,809,809,19.2634,28.6283,19,64,31,5,3,0
20,1378,574,104.172,110.432,5,5,859,859,16.1713,24.9159,17,56,27,4,2,0
21,1514,645,93.1381,99.0069,5,5,791,791,13.9741,22.4518,15,50,23,3,1,0
22,1634,698,82.7233,87.9893,5,5,766,766,12.2928,20.227,13,44,20,2,1,0
23,1774,764,72.0832,77.101,5,5,714,714,10.8805,18.506,11,39,17,1,1,0
24,1858,805,62.3998,67.6173,5,5,697,697,8.77119,15.6577,10,34,15,0,0,0
25,1918,852,55.5159,60.5807,5,5,710,710,6.76792,12.9912,8,31,13,0,0,0
26,1798,797,48.9021,53.978,5,5,553,553,5.21441,10.3186,8,26,11,0,0,0
27,1668,727,42.0946,47.2784,5,5,456,456,4.06798,8.31981,7,23,10,0,0,0
28,1498,637,35.216,40.0465,5,5,347,347,2.72466,6.30699,6,19,8,0,0,1
29,1306,524,28.7903,33.0448,5,5,286,286,1.99357,4.78403,5,16,6,0,0,1
30,1134,436,24.0716,27.9198,5,5,219,219,1.33118,3.46903,4,14,5,0,0,1
31,900,339,21.025,24.5116,5,5,159,159,0.810031,2.36217,4,12,4,0,0,1
32,656,229,18.1569,21.5925,5,5,136,136,0.430444,1.41234,4,10,4,0,0,1
33,488,141,14.6282,17.5706,5,5,97,97,0.194461,0.799015,3,7,3,0,0,1
34,336,89,13.5061,16.3563,5,5,69,69,0.127918,0.553469,3,7,3,0,0,1
35,230,54,11.9261,14.5341,5,5,59,59,0.0688427,0.339707,2,6,2,0,0,1
36,138,36,11.1667,13.6765,5,5,69,69,0.030457,0.173883,2,5,2,0,0,1
37,96,18,8.88462,11.1667,5,5,35,35,0.0086908,0.0866748,2,3,2,0,0,1
38,64,6,7.24138,9.10345,5,5,17,17,0.0055477,0.0532982,2,3,1,0,0,1
39,28,5,6.73913,8.47826,5,5,14,14,0.0010988,0.0181739,2,2,1,0,0,1
40,14,2,5.75,6.91667,5,5,11,11,0.000645098,0.0081618,3,2,1,0,0,1
41,2,1,8,11,8,11,8,11,0,0.0006532,2,0,2,0,0,2
42,2,0,5,6,5,5,5,6,5.0101e-05,0.000872099,2,2,1,0,0,1
