depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,106,127,106,127,106,127,0.0022676,0.0471479,0,106,78,57,57,0
1,2,0,119,138,115,123,123,135,0.0047845,0.0999086,0,119,90,71,71,0
2,4,0,136,156.25,113,113,158,183,0.0109439,0.211988,0,136,105,85,85,0
3,8,0,126.25,142.25,45,45,180,186,0.017357,0.37448,0,126,98,82,82,0
4,16,0,127,144.438,28,28,231,231,0.0303315,0.709842,0,127,100,83,83,0
5,32,0,121.312,137.438,25,25,224,224,0.055786,1.30984,0,121,94,78,78,0
6,64,1,112.746,127.937,7,7,226,226,0.10072,2.39614,0,112,87,72,72,0
7,126,12,107.211,121.702,5,5,223,223,0.171975,4.09412,0,107,82,68,68,0
8,228,27,103.622,117.443,9,9,250,250,0.293414,6.97867,0,103,79,65,65,0
9,402,39,96.8182,109.86,5,5,245,245,0.499924,11.7202,0,96,73,60,60,0
10,726,94,89.7278,101.97,5,5,272,272,0.81302,18.8918,0,89,67,55,55,0
11,1264,219,84.0909,95.7234,3,3,298,298,1.27304,29.2247,0,84,63,51,51,0
12,2090,384,79.8974,91.0768,3,3,313,313,2.07147,45.8076,0,79,59,48,48,0
13,3400,715,75.9955,86.6644,3,3,319,319,3.03096,67.4283,0,75,56,45,45,0
14,5094,1189,75.5652,86.0948,3,3,338,338,4.40441,97.001,0,75,56,45,45,0
15,7484,1742,73.1508,83.3591,3,3,340,340,6.34139,138.16,0,73,54,43,43,0
16,10542,2503,71.8912,81.9668,3,3,363,363,8.92506,189.976,0,71,53,43,43,0
17,12726,3070,72.6543,82.7719,3,3,345,352,11.1722,224.377,0,72,53,43,43,0
18,16782,4116,71.1283,81.0035,3,3,336,336,14.3918,291.422,0,71,52,42,42,0
19,20818,5317,70.464,80.1911,3,3,352,352,17.5472,338.242,0,70,51,42,42,0
20,24664,6389,69.497,79.1422,3,3,354,354,20.8863,392.644,0,69,51,41,41,0
21,26398,6727,70.4983,80.1512,3,3,360,360,23.2307,425.192,0,70,51,42,42,0
22,26968,6919,70.8211,80.4168,3,3,396,396,24.0671,434.005,0,70,52,42,42,0
23,27434,7004,71.1496,80.6867,3,3,334,334,25.113,444.542,0,71,52,42,42,0
24,26065,6702,71.8831,81.4426,3,3,335,335,24.2652,423.064,0,71,53,43,43,0
