depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,226,173,226,173,226,173,0.0039202,0.100194,0,226,131,184,184,109
1,2,0,201,163,201,159,201,201,0.0060907,0.112321,55,138,122,160,114,108
2,4,0,174.25,150.5,150,129,198,198,0.011598,0.241828,25,138,111,135,109,108
3,8,0,151.875,134,116,115,188,188,0.0167216,0.279247,54,85,98,116,66,98
4,16,0,135.938,123.25,81,81,187,187,0.0256206,0.482196,49,79,90,102,62,89
5,32,0,121.219,111.594,59,59,187,187,0.0447002,0.837135,45,69,81,90,53,80
6,64,0,104.547,98.1875,47,47,191,191,0.0723984,1.3563,40,56,70,76,42,69
7,128,0,92,87.6094,32,32,186,186,0.127444,2.40256,35,51,61,65,37,61
8,244,0,78.2623,76.3484,18,18,192,192,0.207144,3.84959,30,43,52,54,31,52
9,462,0,66.6645,66.487,9,9,182,182,0.329896,6.21229,26,37,44,44,26,44
10,854,0,56.4356,57.4309,3,3,181,181,0.505771,9.67946,22,31,37,36,21,37
11,1484,0,47.8221,49.5505,3,3,188,188,0.718236,14.0593,19,26,31,29,17,31
12,2370,0,39.3025,41.5059,3,3,172,172,0.920183,18.2258,16,21,25,23,13,25
13,3582,0,31.6346,34.0824,3,3,167,167,1.08227,21.7433,13,17,20,17,10,20
14,5002,0,25.3719,27.9068,3,3,165,165,1.17698,24.1193,10,13,15,13,7,15
15,6452,0,20.6677,23.1669,3,3,161,161,1.18893,25.0292,8,10,12,9,5,12
16,7278,0,16.9724,19.3824,3,3,156,156,1.05433,23.0026,7,8,9,7,4,9
17,7500,0,14.4904,16.7923,3,3,153,153,0.896079,20.2079,6,7,8,5,3,8
18,7170,0,12.7014,14.9325,3,3,146,146,0.727115,16.7296,5,6,7,4,2,7
19,6388,0,11.4385,13.5897,3,3,139,139,0.566249,13.2971,5,5,6,4,2,6
20,5290,0,10.3015,12.3624,3,3,114,114,0.407818,9.75048,4,5,5,3,1,5
21,4080,0,9.52181,11.5091,3,3,108,108,0.284019,6.86487,4,4,4,2,1,4
22,2928,0,9.00717,10.9669,3,3,89,89,0.188091,4.6101,4,4,4,2,1,4
23,2040,0,8.60539,10.5191,3,3,81,81,0.124862,3.03128,3,4,4,2,1,4
24,1372,0,8.13338,10.027,3,3,77,77,0.0770791,1.90238,3,4,4,2,1,4
25,854,0,7.88056,9.72131,3,3,64,64,0.04529,1.1293,3,3,3,2,1,3
26,500,0,7.992,9.812,3,3,60,60,0.0272712,0.676232,3,4,3,2,1,3
27,300,0,8.24667,10.08,3,3,58,58,0.0170859,0.409006,3,4,4,2,1,4
28,172,0,8.2907,10.1453,3,3,52,52,0.0094112,0.228675,3,4,4,2,1,4
29,106,0,8.06604,9.83962,3,3,49,49,0.005592,0.135596,3,3,3,2,1,3
30,70,0,7.81429,9.45714,3,3,44,44,0.0038059,0.0887174,3,4,3,2,1,3
31,42,0,8.30952,9.85714,3,3,34,34,0.0024067,0.0529535,3,4,4,2,1,4
32,18,0,10.3889,11.9444,3,3,32,32,0.0013184,0.0269694,4,5,5,3,2,5
33,8,0,15,16.625,3,3,29,29,0.0009298,0.0166646,6,7,7,6,3,7
34,6,0,16,17.3333,13,13,25,25,0.0006677,0.0128988,6,7,7,6,3,7
35,4,0,12,13.5,3,3,19,19,0.0003355,0.0058858,5,5,5,4,1,5
36,2,0,15,16,15,15,15,16,0.0001903,0.0043468,5,7,7,6,3,7
