depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,17,24,17,24,17,24,0.0001521,0.0066045,0,17,9,2,2
1,2,1,17,24,17,24,17,24,0.0004401,0.0064862,0,17,9,2,2
2,2,0,17,24,17,17,17,24,0.0004686,0.0086452,0,17,9,2,2
3,4,0,15,21.5,13,13,17,19,0.0009961,0.0176037,0,15,7,1,1
4,8,0,13.75,19.5,9,9,18,18,0.0018124,0.032616,0,13,7,1,1
5,16,0,12.5,17.75,9,9,18,18,0.0035028,0.0604286,0,12,6,1,1
6,26,0,11.9231,16.8846,7,7,18,18,0.0050789,0.0852931,1,11,5,1,1
7,36,0,10.7778,15.3889,7,7,17,17,0.0056997,0.102371,1,10,5,0,0
8,46,0,9.63043,13.7609,3,3,17,17,0.0055168,0.0993937,1,8,4,0,0
9,60,0,7.5,10.6833,3,3,15,15,0.004986,0.0971121,0,6,3,0,0
10,56,0,5.875,8.30357,3,3,12,12,0.0030279,0.0648768,0,4,2,0,0
11,28,0,6.71429,9.57143,5,5,11,11,0.0011193,0.0247045,1,3,2,0,0
12,28,14,6.71429,9.57143,5,5,11,11,0,0.0044422,2,0,2,0,0
13,28,1,6.77778,9.66667,5,5,11,11,0.001015,0.0252326,1,3,2,0,0
14,28,14,6.71429,9.57143,5,5,11,11,0,0.0045399,2,0,2,0,0
15,28,12,6.5,9.25,5,5,11,11,8.13e-05,0.0065065,2,0,2,0,0
16,30,2,6.21429,8.82143,3,3,11,11,0.0005929,0.0177117,1,1,2,0,0
17,36,1,5.68571,8.02857,3,3,9,9,0.0007048,0.0204505,1,1,2,0,0
18,46,1,5.35556,7.53333,3,3,9,9,0.0008276,0.0256524,1,1,2,0,0
19,56,2,4.88889,6.83333,3,3,9,9,0.0008552,0.0279839,1,1,1,0,0
20,64,3,4.40984,6.11475,3,3,9,9,0.0008534,0.0282216,1,1,1,0,0
21,64,3,4.37705,6.06557,3,3,7,7,0.0008623,0.0287107,2,1,1,0,0
22,62,1,4.5082,6.2623,3,3,7,7,0.0009799,0.0304377,1,1,1,0,0
23,52,4,4.16667,5.75,3,3,7,7,0.0005431,0.0201107,2,1,1,0,0
24,40,0,4.75,6.625,3,3,7,7,0.0007799,0.0229396,1,1,1,0,0
25,34,5,5.13793,7.2069,3,3,7,7,0.0003738,0.0141818,1,1,2,0,0
26,38,1,4.94595,6.91892,3,3,7,7,0.0006417,0.020068,1,1,1,0,0
27,42,2,4.75,6.625,3,3,7,7,0.0006117,0.0204385,1,1,1,0,0
28,40,1,4.33333,6,3,3,7,7,0.0006296,0.0200519,2,1,1,0,0
29,34,3,4.80645,6.70968,3,3,7,7,0.0004478,0.0154226,2,1,1,0,0
30,44,0,4.5,6.25,3,3,7,7,0.0007345,0.0222616,1,1,1,0,0
31,50,0,4.56,6.34,3,3,7,7,0.0008826,0.0243968,1,1,1,0,0
32,68,0,4.58824,6.38235,3,3,5,5,0.00095,0.0327365,1,1,1,0,0
33,86,0,4.18605,5.77907,3,3,5,5,0.0011232,0.0379898,1,1,1,0,0
34,86,0,4.11628,5.67442,3,3,5,5,0.0010516,0.0375607,1,1,1,0,0
35,90,0,3.86667,5.3,3,3,5,7,0.001084,0.0372998,1,1,1,0,0
36,70,0,3.68571,5.02857,3,3,5,5,0.000835,0.0282702,1,1,1,0,0
37,46,0,3.65217,4.97826,3,3,5,7,0.0005767,0.0190127,1,1,1,0,0
38,30,0,3.53333,4.8,3,3,5,7,0.0003287,0.0118508,1,1,1,0,0
39,16,0,4,5.5,3,3,5,7,0.0001838,0.0068969,1,1,1,0,0
40,14,0,3.85714,5.28571,3,3,5,5,0.000154,0.0058059,1,1,1,0,0
41,12,0,4.33333,6,3,3,5,7,0.0001437,0.0055734,1,1,1,0,0
42,16,0,3.5,4.75,3,3,5,5,0.0001767,0.0063262,2,1,1,0,0
43,8,0,3,4,3,3,3,4,0.0001098,0.0028449,2,1,1,0,0
