depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,90,102,90,102,90,102,0.0013861,0.0297234,0,90,62,50,50
1,2,0,98,110.5,97,99,99,110,0.0033717,0.046677,14,72,73,61,44
2,4,0,82.25,96,61,61,118,134,0.0064167,0.0780463,16,57,60,47,32
3,8,0,70.5,83.375,26,26,124,143,0.0077301,0.104497,18,40,51,38,20
4,16,0,57.8125,69.3125,11,11,113,131,0.0136168,0.188513,12,37,40,29,18
5,32,5,61.6667,73,7,7,147,168,0.0234353,0.36995,8,48,44,33,26
6,54,10,59.5227,70.8864,3,3,181,181,0.0377992,0.567082,8,47,43,31,25
7,82,15,60.2239,71.5075,5,5,142,164,0.0569701,0.840112,11,45,43,31,24
8,124,21,59.5146,70.4175,3,3,163,180,0.0868228,1.28538,10,46,42,31,25
9,196,35,56.6149,67.3354,3,3,160,162,0.125019,1.84925,11,41,40,29,22
10,286,54,52.6724,62.1897,5,5,170,185,0.165587,2.41521,10,38,37,27,21
11,400,75,48.28,57.5538,7,7,162,162,0.213658,3.13067,9,35,33,24,18
12,546,120,46.2934,55.1174,5,5,140,144,0.26359,3.96472,9,34,32,23,17
13,690,154,44.3881,52.916,3,3,148,166,0.314404,4.68275,8,32,30,21,16
14,816,176,41.7531,49.9937,3,3,142,162,0.350186,5.10584,8,30,28,19,15
15,896,197,39.5479,47.3476,3,3,136,136,0.356338,5.1966,8,28,26,18,14
16,932,252,38.9941,46.6309,5,5,123,123,0.32894,4.81982,8,27,25,18,13
17,886,238,37.3858,44.8133,5,5,108,108,0.293672,4.30284,8,26,24,17,12
18,830,234,34.6661,41.8523,3,3,114,114,0.243671,3.55892,8,23,22,15,11
19,760,220,32.9574,39.7889,3,3,118,118,0.204469,3.1885,8,22,20,14,10
20,704,220,30.469,37.0041,3,3,106,106,0.164343,2.53115,8,19,19,12,9
21,650,203,27.6443,33.7539,3,3,90,110,0.131855,2.08154,7,17,16,10,7
22,570,191,25.6517,31.4459,3,3,72,84,0.0995837,1.58425,7,16,15,9,6
23,506,175,23.4743,28.861,3,3,83,83,0.077938,1.26386,6,14,14,8,6
24,426,144,22.078,27.1028,3,3,80,80,0.0618873,1.01371,6,14,13,7,5
25,384,154,19.713,24.3391,3,3,63,63,0.0407988,0.675057,6,11,11,6,4
26,352,134,17.2248,21.367,3,3,49,49,0.0328602,0.556483,5,10,9,5,3
27,324,130,15.5773,19.2938,3,3,52,52,0.0246083,0.441813,4,9,8,4,3
28,274,115,14.1761,17.4717,3,3,43,43,0.0166788,0.290767,4,7,7,4,3
29,240,99,13.1489,16.1986,3,3,39,39,0.0129209,0.234125,4,7,6,3,2
30,216,91,12.368,15.264,3,3,33,33,0.0105086,0.194652,4,6,6,3,2
31,198,83,10.4522,12.9217,3,3,30,30,0.0068558,0.134558,3,5,5,2,1
32,178,71,9.30841,11.6916,3,3,30,30,0.0062996,0.125264,3,5,4,2,1
33,162,70,8.1413,10.3261,3,3,25,25,0.0038689,0.0859548,2,3,3,1,0
34,132,57,6.77333,8.74667,3,3,25,25,0.0025187,0.0589539,2,3,3,1,0
35,104,46,6.06897,8,3,3,19,19,0.0015734,0.042621,2,2,2,0,0
36,70,29,5.39024,7.17073,3,3,13,13,0.0012164,0.0314039,2,2,2,0,0
37,42,18,4.41667,5.79167,3,3,9,9,0.00049,0.0144749,1,2,1,0,0
38,16,7,5.44444,7.44444,3,3,7,7,0.0002147,0.005507,2,2,2,0,0
39,10,3,5,7,5,5,5,7,0.0001162,0.0039048,1,2,2,0,0
40,10,3,3.28571,4.42857,3,3,5,7,5.73e-05,0.0027,1,1,1,0,0
41,4,1,3,4,3,3,3,4,3.42e-05,0.0013341,1,1,1,0,0
