depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,21,28,21,28,21,28,0.0006428,0.0086135,0,21,7
1,2,0,25.5,72,4,5,47,47,0.0013,0.0107385,0,25,11
2,2,0,34.5,95,22,26,47,47,0.0019136,0.0167184,0,34,14
3,4,0,20.25,112,4,5,30,30,0.0015402,0.0180478,0,20,7
4,4,0,13.5,71,4,5,21,21,0.0009477,0.0126589,0,13,4
5,4,0,9.25,47,4,5,14,14,0.0002933,0.0064302,0,9,2
6,4,1,6,31,4,5,13,13,0.0001549,0.0053272,0,8,2
7,4,1,3.75,19,4,4,7,7,3.55e-05,0.0025744,0,5,1
8,4,2,2,10,4,4,4,5,0,0.0014801,0,4,1
9,2,1,2,5,4,5,4,5,0,0.0007326,0,4,1
