depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,395,488,395,488,395,488,0.0440041,0.202732,0,395,229,129,129,0
1,2,0,426,538,337,435,515,515,0.065669,0.241777,64,262,256,139,75,0
2,4,0,432.75,531.5,295,295,630,630,0.109512,0.381405,87,227,247,139,68,0
3,8,0,427.25,513,132,132,803,803,0.250033,0.800673,82,235,238,137,71,0
4,16,0,402.312,483.438,67,67,822,890,0.447185,1.46875,79,220,228,135,73,0
5,32,0,369.094,447.312,23,23,889,1062,0.842557,2.79775,71,216,206,118,63,0
6,64,3,320.344,393.23,16,16,925,973,1.36107,4.64087,59,197,175,94,54,0
7,122,18,308.49,378.385,34,34,889,889,2.30374,7.99766,51,202,166,87,55,0
8,208,21,273.663,335.722,16,16,981,981,3.70653,13.0153,43,187,144,74,50,0
9,374,70,250.97,308.036,14,14,1117,1226,5.18249,18.5335,43,164,131,66,42,0
10,608,97,225.526,276.096,7,7,1188,1432,8.06072,29.5457,36,154,116,58,40,0
11,1022,197,202.85,247.658,4,4,1188,1188,11.6064,44.3664,31,141,102,50,35,0
12,1648,373,184.037,224.395,4,4,1016,1139,15.589,61.0508,28,128,91,44,31,0
13,2532,637,171.646,209.177,4,4,1100,1158,21.182,84.4622,26,121,84,39,28,0
14,3776,1021,160.601,195.17,4,4,1058,1070,28.1466,115.021,24,116,77,36,26,0
15,5450,1550,149.119,181.203,4,4,1100,1100,36.5022,150.195,22,108,70,32,24,0
16,7558,2316,140.528,170.65,4,4,909,1025,44.9491,186.256,21,101,66,29,22,0
17,9442,2839,137.424,166.713,4,4,1068,1078,55.8121,230.293,21,99,64,28,21,0
18,11476,3446,133.692,161.992,4,4,1256,1256,63.9756,267.95,21,96,62,27,20,0
19,13262,4005,130.66,158.094,4,4,1411,1411,71.4033,278.541,21,93,60,26,20,0
20,14904,4512,124.902,151.068,4,4,1041,1041,75.4523,320.252,21,87,57,24,18,0
21,15696,4792,119.111,143.808,4,4,904,904,73.0098,380.269,20,83,53,23,17,0
22,15606,4899,114.596,138.19,4,4,805,805,68.2936,444.56,20,79,51,22,16,0
23,15458,4985,107.95,130.129,4,4,956,956,60.8717,459.66,19,73,47,20,14,0
24,15106,4959,101.978,122.904,4,4,893,893,54.8871,439.463,19,68,44,18,13,0
25,1491,367,84.0098,101.464,4,4,440,440,4.22784,38.7174,15,54,34,12,8,0
