depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,1025,1239,1025,1239,1025,1239,0.781145,1.04426,0,1025,390,96,96,0
1,2,0,1035,1241.5,1005,1065,1065,1288,1.11989,1.37871,211,450,389,87,27,0
2,4,0,999.25,1201.5,743,743,1498,1888,3.16126,4.11538,0,999,376,86,86,0
3,8,0,1139.38,1353.38,387,387,2137,2587,8.58854,10.1356,125,710,457,150,104,0
4,16,0,1084.88,1294.38,212,212,2288,2288,15.2496,17.7565,173,563,444,153,80,0
5,32,1,1111.19,1290.19,61,61,2627,2627,36.3701,41.9767,165,647,458,190,115,0
6,62,2,979.867,1127.2,110,110,2809,2809,52.2525,60.9143,163,532,392,159,76,0
7,120,5,881.757,998.357,37,37,2867,2867,96.4943,112.786,125,537,346,145,84,0
8,230,12,731.619,818.995,15,15,2664,2664,143.686,168.665,111,444,279,116,67,0
9,436,40,629.856,697.919,11,11,2784,2784,210.065,249.444,86,399,233,96,58,0
10,792,109,536,589.01,5,5,2359,2359,278.444,333.691,75,335,191,75,45,0
11,1362,216,454.088,495.816,5,5,2332,2332,365.137,443.437,61,291,156,58,36,0
12,2286,425,377.047,408.851,5,5,2164,2164,442.62,545.128,50,242,124,42,26,0
13,3674,764,315.706,340.007,5,5,1961,1961,519.381,650.75,41,205,100,32,20,0
14,5676,1251,260.966,278.668,5,5,2163,2163,578.517,740.89,33,171,79,23,15,0
15,1483,233,254.86,278.947,5,5,2035,2035,164.057,208.866,33,165,77,20,12,0
