depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,80,97,80,97,80,97,0.0033215,0.0253481,0,80,36
1,2,0,70.5,169,67,67,74,87,0.0070711,0.0271297,13,39,31
2,4,0,67.5,330,63,66,73,82,0.0104158,0.0469478,10,39,31
3,8,0,58.5,573,40,40,79,79,0.0126582,0.065121,11,27,26
4,16,0,50.4375,980,18,18,66,66,0.0249421,0.123061,8,27,20
5,32,5,34.6562,1336,14,14,68,68,0.0310922,0.155062,7,23,15
6,54,13,25.0741,1633,11,11,69,69,0.0355956,0.183865,5,20,12
7,82,18,20.939,2086,10,10,53,53,0.0331222,0.189053,5,14,9
8,128,36,16.1797,2508,8,8,47,47,0.0379707,0.239759,4,13,7
9,184,74,10.8261,2429,7,7,42,42,0.0319471,0.220917,3,10,5
10,216,96,7.66204,2039,7,7,34,34,0.0212468,0.174615,3,7,4
11,234,103,6.08547,1792,4,4,22,22,0.0174206,0.159633,2,6,3
12,236,107,4.47034,1342,4,4,18,18,0.009959,0.112872,2,4,2
13,184,80,3.72826,879,4,4,13,13,0.0054161,0.0749221,1,3,1
14,140,50,3.20714,564,4,4,8,8,0.0028949,0.0487794,1,2,1
15,46,11,3.32609,192,4,4,8,8,0.0009219,0.0158453,1,2,1
16,10,2,3.2,40,4,4,4,5,0.0002102,0.0034944,1,2,1
