depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,115,149,115,149,115,149,0.0059376,0.0396296,0,115,56,21,21
1,2,0,127.5,157.5,117,117,138,174,0.0111302,0.0476053,18,67,61,27,12
2,4,0,120,148,88,88,143,176,0.0232454,0.0960075,21,70,54,22,11
3,8,0,96.625,121,40,40,146,146,0.0306883,0.118861,21,42,44,17,6
4,16,1,83.6667,104.267,8,8,138,138,0.0395892,0.164312,17,40,37,14,5
5,30,4,77.5385,95.8846,8,8,152,152,0.0608386,0.263467,15,39,34,12,5
6,52,10,71.0476,88.119,8,8,152,152,0.0994991,0.416177,13,37,30,10,4
7,84,14,62.4857,77.3714,7,7,208,208,0.143991,0.611605,12,34,26,8,4
8,140,33,54.8692,68.5514,4,4,212,212,0.165996,0.773042,10,29,22,7,3
9,206,51,45.8774,56.9032,4,4,172,172,0.227395,0.993569,9,26,18,5,3
10,296,85,39.9384,49.9953,4,4,158,158,0.250495,1.1464,7,22,15,3,2
11,410,126,34.6796,43.2676,4,4,118,118,0.258828,1.27186,6,19,12,2,1
12,552,171,28.5197,35.9396,4,4,128,128,0.273926,1.37781,5,16,10,1,1
13,684,219,23.3677,29.4839,4,4,96,96,0.255045,1.3762,4,13,8,1,0
14,784,248,19.0336,24.3619,4,4,91,91,0.204683,1.23076,4,10,6,0,0
15,748,240,14.6319,18.7776,4,4,54,54,0.132419,0.879567,3,8,4,0,0
16,654,207,11.8859,15.2662,4,4,42,42,0.0867275,0.648664,3,7,3,0,0
17,456,140,9.66772,12.5443,4,4,36,36,0.0418193,0.351891,2,5,2,0,0
18,336,102,7.5,9.67094,4,4,29,29,0.0185732,0.19,2,4,2,0,0
19,206,58,6.08784,7.83108,4,4,21,21,0.0081327,0.096221,2,3,1,0,0
20,74,14,4.83333,6.11667,4,4,12,12,0.0020504,0.0275666,2,2,1,0,0
21,14,1,4.84615,6.15385,4,4,12,12,0.0003681,0.0055911,2,2,1,0,0
22,2,0,4,5,4,4,4,5,3.97e-05,0.0006546,2,2,1,0,0
