depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,3576,999,3576,999,3576,999,3.85008,4.87192,0,3576,479,2156,2156,237
1,2,0,1924.5,669.5,1893,617,1956,1893,8.65442,9.54353,136,1581,266,973,863,198
2,4,0,1247.25,554.75,678,307,1640,1640,8.98928,10.1559,101,981,199,510,440,190
3,8,0,756.25,428.875,301,240,1529,1529,6.97769,8.27532,95,506,147,249,185,146
4,16,0,530.625,350.75,153,153,1252,1252,8.33098,10.2769,73,340,118,152,110,118
5,32,0,358.469,269.75,59,59,1167,1167,9.28705,11.9522,59,220,88,87,60,88
6,64,0,236.578,195.75,27,27,1033,1033,8.51235,11.808,41,148,62,49,36,62
7,128,0,151.328,132.258,11,11,960,960,7.56807,10.7528,31,82,39,25,14,39
8,256,0,99.1172,89.1367,5,5,849,849,13.2143,18.6705,19,54,24,14,8,24
9,502,0,64.1534,58.3426,5,5,667,667,8.40451,13.0725,13,34,15,7,4,15
10,884,0,43.9027,40.0102,5,5,589,589,7.81252,12.9832,9,22,9,4,2,9
11,1330,0,33.1211,30.1474,5,5,589,589,6.49997,12.0992,7,16,6,2,1,6
12,1696,0,27.3349,24.8779,5,5,510,510,5.03654,10.4509,6,13,5,1,0,5
13,1978,0,23.1709,21.1481,5,5,412,412,3.81272,9.40184,5,11,4,1,0,4
14,2070,0,20.2275,18.5957,5,5,304,304,2.65717,8.33215,4,9,3,0,0,3
15,1954,0,18.0507,16.7728,5,5,245,245,1.70245,7.01969,4,8,3,0,0,3
16,1732,0,15.7962,14.9076,5,5,186,186,1.08385,5.6748,3,7,2,0,0,2
17,1418,0,13.3364,12.9027,5,5,125,125,0.58033,4.10853,3,6,2,0,0,2
18,982,0,11.7189,11.5855,5,5,96,96,0.273182,2.52332,3,5,2,0,0,2
19,578,0,10.7751,10.8564,5,5,75,75,0.136921,1.36256,3,4,1,0,0,1
20,304,0,10.3388,10.4342,5,5,48,48,0.0619665,0.706217,3,4,1,0,0,1
21,144,0,9.23611,9.68056,5,5,35,35,0.0179495,0.322179,3,4,1,0,0,1
22,64,0,7.84375,8.64062,5,5,19,19,0.0059804,0.126596,2,3,1,0,0,1
23,22,0,7.18182,8.18182,5,5,11,12,0.0014464,0.0512102,2,3,1,0,0,1
24,6,0,5,6,5,5,5,6,0.0002065,0.0030077,3,2,1,0,0,1
