depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,112,120,112,120,112,120,0.0137729,0.0360359,0,112,27
1,2,0,185,380,131,131,239,227,0.0849406,0.131979,14,121,49
2,4,0,121.75,505,9,9,259,267,0.0135945,0.0341679,23,22,33
3,8,4,83.5,675,53,53,280,303,0.0709935,0.115852,28,54,45
4,8,1,142.375,1190,29,29,320,373,0.143161,0.223897,23,54,44
5,14,5,105.786,1614,21,21,317,405,0.143162,0.237505,29,50,46
6,18,6,111.722,2199,37,37,341,455,0.146755,0.267116,32,46,47
7,24,3,134.667,3516,29,29,329,329,0.591294,0.882067,22,69,41
8,42,11,94.2143,4396,13,13,373,373,0.503885,0.813956,21,51,34
9,62,16,88.8387,6199,9,9,385,385,0.855786,1.35687,17,55,32
10,92,31,75.25,7927,9,9,381,381,0.729919,1.24264,19,41,32
11,118,32,79.2627,10714,9,9,420,420,1.27983,2.08163,17,47,30
12,166,47,64.9819,12458,5,5,386,386,1.24982,2.09668,16,37,25
13,206,69,56.9563,13707,5,5,438,438,1.44729,2.44786,15,39,23
14,246,68,55.9228,16198,5,5,503,503,2.04535,3.31417,12,38,21
15,308,95,44.0942,15736,5,5,472,472,1.68995,2.92899,11,32,16
16,362,110,38.2983,16120,5,5,550,550,1.79171,3.13306,8,29,14
17,438,125,32.1507,16472,5,5,581,581,1.44867,2.74427,7,22,11
18,476,135,28.021,15679,5,5,550,550,1.34845,2.54682,6,19,9
19,506,136,23.7648,14099,5,5,391,391,1.62977,2.69573,5,17,7
20,486,142,19.5391,11111,5,5,335,335,0.882472,1.72146,5,14,6
21,436,117,16.1904,8274,5,5,223,223,0.63983,1.27767,4,11,5
22,352,89,14.4318,6017,5,5,141,141,0.364682,0.810039,3,10,4
23,290,70,11.5207,3939,5,5,90,90,0.162929,0.447116,3,8,3
24,178,41,10.3652,2178,5,5,57,57,0.0661222,0.214715,3,6,2
25,132,29,9.62879,1499,5,5,49,49,0.0324149,0.135574,2,5,2
26,74,17,7.89189,685,5,5,23,23,0.00886219,0.0556149,2,4,2
27,50,7,6.46,376,5,5,21,21,0.00374299,0.0283433,2,3,1
28,22,2,5.09091,132,5,5,11,11,0.0010497,0.0102082,2,2,1
29,4,1,3.75,18,5,5,5,6,8.9497e-05,0.0013483,3,2,1
