depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,17,23,17,23,17,23,0.0001836,0.0074465,0,17,8,2,2
1,2,0,17,23.5,15,19,19,20,0.0003004,0.0069728,0,17,8,1,1
2,4,0,14.5,20.75,11,15,17,17,0.0008345,0.0274113,0,14,6,0,0
3,8,0,11,15.5,7,9,13,13,0.0008032,0.0228411,0,11,5,1,1
4,16,0,8.875,12.625,3,4,12,12,0.0010304,0.0301419,0,8,4,0,0
5,20,1,7,9.84211,3,4,12,12,0.0007996,0.0287873,0,7,3,0,0
6,20,1,4.89474,6.78947,3,3,7,7,0.0003458,0.0195435,0,4,1,0,0
7,20,1,4.15789,5.73684,3,3,7,7,0.0002934,0.0173303,0,4,1,0,0
8,16,4,3.33333,4.5,3,3,5,5,8.95e-05,0.0098978,0,3,1,0,0
9,10,4,3,4,3,3,3,4,0,0.0034124,0,3,1,0,0
10,2,1,3,4,3,4,3,4,0,0.0006035,0,3,1,0,0
