depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,33,42,33,42,33,42,0.0004659,0.0112941,0,33,22,13,13
1,2,0,37,45,35,35,39,48,0.0006812,0.0109001,9,18,25,17,9
2,4,0,33,40.5,16,16,45,56,0.0015052,0.0198811,9,15,23,16,7
3,8,0,25.75,32.5,7,7,47,58,0.0024249,0.0342224,7,14,17,11,5
4,16,3,24.4615,30.1538,5,5,50,51,0.0035458,0.0505748,7,13,16,10,5
5,26,5,22.4762,28.1905,3,3,50,56,0.004698,0.066781,6,11,14,8,3
6,42,9,19.6364,24.9697,3,3,51,51,0.0087914,0.10478,5,11,12,7,3
7,60,16,19.6364,25.2273,3,3,46,46,0.0079955,0.112776,5,11,12,6,3
8,86,24,17.4194,22.6774,5,5,42,42,0.0110961,0.151553,4,11,10,5,3
9,124,36,14.5114,19.0568,3,3,41,41,0.0124608,0.173669,4,9,8,3,2
10,160,51,12.8716,17.1284,5,5,38,38,0.01395,0.200228,3,8,6,2,1
11,198,61,10.8102,14.562,3,3,40,40,0.0140385,0.206338,2,7,5,1,1
12,222,70,9.94079,13.4605,3,3,39,39,0.0132398,0.203805,2,6,5,1,1
13,226,70,8.45513,11.4744,3,3,26,26,0.0112058,0.181711,2,5,4,1,0
14,224,76,7.12838,9.70946,3,3,23,23,0.0083945,0.145276,2,4,3,0,0
15,204,75,6.33333,8.75969,3,3,18,18,0.0060688,0.112021,1,4,2,0,0
16,128,45,5.90361,8.21687,3,3,15,15,0.0039161,0.0697491,1,4,2,0,0
17,84,33,5.31373,7.39216,3,3,15,15,0.0016355,0.0362912,1,3,2,0,0
18,50,20,5.3,7.3,3,3,11,11,0.0011118,0.0216523,1,3,2,0,0
19,18,7,5,6.90909,3,3,8,8,0.0003405,0.006985,2,3,2,0,0
20,4,2,6,8.5,5,5,7,10,9.73e-05,0.0020749,0,5,2,0,0
21,2,1,5,7,5,7,5,7,1.63e-05,0.000472,2,2,2,0,0
