depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,40,55,40,55,40,55,0.0009982,0.0200593,0,40,28
1,2,0,30.5,84,28,28,33,46,0.0014871,0.0165611,10,21,20
2,4,0,23.25,129,21,21,24,33,0.0014037,0.0218948,7,16,14
3,8,0,18.5,206,13,18,22,22,0.0031033,0.0392975,5,13,10
4,16,0,15.3125,341,3,4,22,22,0.004609,0.0650827,6,11,8
5,30,0,14,584,3,3,22,22,0.0063333,0.0927852,3,10,7
6,50,0,12.56,880,3,3,19,19,0.0105699,0.158242,2,9,6
7,54,0,10.4259,787,3,3,17,17,0.0102992,0.113018,2,6,5
8,64,0,7.23438,647,3,3,14,14,0.0065957,0.0803665,2,4,3
9,72,1,5.51389,557,3,3,11,11,0.0045775,0.0856441,1,3,2
10,76,3,4.53947,480,3,3,7,7,0.0035307,0.0809523,1,3,1
11,36,0,4.38889,219,3,3,9,9,0.0017846,0.0432724,1,3,1
12,30,2,3.26667,133,3,3,7,7,0.0008104,0.0185531,0,2,1
13,24,1,4.45833,149,3,3,9,9,0.001086,0.0276938,0,4,1
14,6,0,4.33333,36,3,3,7,7,0.0003068,0.0070751,0,4,1
15,2,0,4,11,3,3,5,7,9.02e-05,0.0022255,0,4,1
