depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,161,184,161,184,161,184,0.0040252,0.0541109,0,161,125,102,102,0
1,2,0,134.5,159,134,134,135,160,0.0042162,0.0444667,57,72,102,78,42,0
2,4,0,110,132.75,99,99,117,137,0.0057088,0.065167,45,57,81,58,30,0
3,8,0,93.875,115.625,82,82,108,117,0.0113124,0.125705,33,56,67,45,26,0
4,16,0,87.375,109.062,71,71,105,109,0.0169802,0.219914,28,53,62,40,26,0
5,32,0,79.8125,100.5,68,68,107,107,0.0291823,0.384634,25,49,55,34,22,0
6,64,0,75.2969,95.2969,57,57,110,110,0.0511469,0.708503,23,47,51,31,21,0
7,128,0,70.7578,90.2656,49,49,105,105,0.0953432,1.3415,22,44,48,29,19,0
8,256,0,66.3281,84.6719,45,45,101,101,0.180717,2.54417,20,42,45,26,18,0
9,512,0,62.2051,79.502,38,38,107,107,0.336953,4.91443,18,39,42,24,17,0
10,1014,0,57.7327,74.1144,29,29,100,100,0.618601,9.81665,17,36,39,22,15,0
11,1914,0,54.3819,69.9279,11,15,97,97,1.09393,17.6902,15,34,36,21,14,0
12,3240,0,50.8105,65.5071,3,4,96,96,1.73322,25.2787,14,33,34,19,13,0
13,4460,0,47.3744,61.2357,3,3,92,92,2.33019,33.9641,12,31,31,17,12,0
14,4286,0,43.0345,55.8367,3,3,89,89,2.49113,36.234,11,28,28,15,11,0
15,4148,0,39.852,51.6856,3,3,88,88,1.75867,27.6926,9,27,26,14,10,0
16,3740,0,36.6866,47.5762,3,3,90,90,1.44457,23.0984,8,25,23,12,10,0
17,3088,0,33.1247,43.0855,3,3,83,83,1.05705,17.4285,7,23,21,11,9,0
18,2836,0,30.6693,39.9817,3,3,80,80,0.898072,15.0026,6,21,19,10,8,0
19,2822,0,28.9883,37.8459,3,3,80,80,0.84641,13.3056,6,20,18,9,7,0
20,2376,0,27.0455,35.3304,3,3,80,80,0.649058,9.9269,6,18,16,8,6,0
21,1160,0,24.3586,31.7405,3,3,75,75,0.282759,4.33033,5,16,14,7,5,0
22,934,0,20.3533,26.8651,3,3,78,78,0.177287,2.71607,5,13,11,5,3,0
23,806,0,18.8921,24.9442,3,3,75,75,0.139464,2.20777,4,12,10,4,3,0
24,736,0,15.8356,21.0652,3,3,70,70,0.105189,1.68365,3,10,8,3,2,0
25,600,0,13.2967,17.8467,3,3,67,67,0.0704577,1.15686,3,8,7,2,2,0
26,552,0,12.2953,16.4783,3,3,52,52,0.0599715,0.993324,2,8,6,2,1,0
27,522,0,11.8065,15.8199,3,3,52,52,0.0540609,0.905117,2,7,6,2,1,0
28,484,0,10.9938,14.7996,3,3,44,44,0.0443389,0.785307,2,7,5,1,1,0
29,434,0,10.0991,13.6544,3,3,38,38,0.0363349,0.634404,2,6,4,1,1,0
30,388,0,9.47423,12.8918,3,3,41,41,0.0306602,0.597072,2,6,4,1,1,0
31,356,0,9.61236,13.0478,3,3,44,44,0.0281901,0.544321,2,6,4,1,1,0
32,296,0,9.24324,12.5676,3,3,41,41,0.0226643,0.391726,2,5,4,1,0,0
33,266,1,8.53208,11.6075,3,3,32,32,0.0181151,0.329819,2,5,4,0,0,0
34,246,1,7.56327,10.4612,3,3,31,31,0.0139018,0.256309,1,4,3,0,0,0
35,234,2,6.91379,9.53017,3,3,35,35,0.0121271,0.231292,1,4,3,0,0,0
36,212,2,7.37619,9.65714,3,3,35,35,0.01446,0.275825,1,5,3,1,1,0
37,160,2,6.44937,8.53165,3,3,33,33,0.0078511,0.158694,1,4,2,0,0,0
38,140,2,6.13043,7.96377,3,3,31,31,0.0068192,0.142659,1,4,2,1,1,0
39,124,6,6.21186,8.11864,3,3,18,18,0.0053238,0.121425,1,4,2,0,0,0
40,94,1,5.66667,7.66667,3,3,18,18,0.0039418,0.0778176,1,3,2,0,0,0
41,90,1,6.48315,8.58427,3,3,15,15,0.004616,0.0982777,2,4,3,0,0,0
42,78,2,5.59211,7.47368,3,3,12,12,0.0027469,0.0610504,1,3,2,0,0,0
43,70,0,4.77143,6.48571,3,3,11,11,0.0020039,0.0478647,1,2,1,0,0,0
44,60,0,5,6.63333,3,3,7,7,0.0023341,0.0542417,2,4,2,0,0,0
45,30,0,4,5.5,3,3,5,5,0.0007617,0.0252699,1,2,1,0,0,0
46,24,0,3.16667,4.25,3,3,5,5,0.0004556,0.012973,1,2,1,0,0,0
47,22,0,4,5.5,3,3,5,5,0.0007301,0.0206683,0,4,1,0,0,0
48,6,0,3,4,3,3,3,4,9.54e-05,0.0030293,0,2,1,0,0,0
49,6,0,3,4,3,3,3,4,0.00012,0.0039123,0,3,1,0,0,0
50,2,1,3,4,3,4,3,4,1.8e-05,0.0008586,0,3,1,0,0,1
