depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,23,31,23,31,23,31,0.0005574,0.0099093,0,23,8,0,0
1,2,1,23,31,23,31,23,31,0.0007658,0.0061811,0,23,8,0,0
2,2,0,18,24,13,17,23,23,0.0017109,0.0122615,0,18,6,0,0
3,4,0,16.75,22.25,13,13,23,23,0.0020659,0.0189392,0,16,5,0,0
4,8,0,14.125,18.625,10,10,23,23,0.0038777,0.0313765,0,13,4,0,0
5,14,0,11.7857,15.2857,7,7,24,24,0.0045812,0.0410176,1,11,3,0,0
6,24,0,10.375,13.3333,4,4,24,24,0.0064691,0.0607789,0,9,2,0,0
7,36,0,8.72222,11.1944,4,4,24,24,0.006133,0.0658862,0,7,2,0,0
8,18,0,8.44444,10.7778,7,7,13,13,0.0017035,0.0201935,1,4,2,0,0
9,18,9,8.44444,10.7778,7,7,13,13,0,0.0026538,2,0,2,0,0
10,18,0,8.44444,10.7778,7,7,13,13,0.000898,0.0137627,1,3,2,0,0
11,24,4,8.15,10.35,4,4,13,13,0.0005495,0.0115933,1,1,2,0,0
12,34,4,7.3,9.26667,4,4,13,13,0.0009071,0.0176731,1,2,1,0,0
13,38,3,7.14286,9.08571,4,4,13,13,0.0011574,0.0225125,1,2,1,0,0
14,36,1,7,8.91429,4,4,13,13,0.0011321,0.0220456,2,2,1,0,0
15,42,3,6.76923,8.61538,4,4,13,13,0.0010591,0.0222529,2,2,1,0,0
16,44,0,6.70455,8.56818,4,4,13,13,0.0014265,0.0281728,1,2,1,0,0
17,44,3,7.02439,9,4,4,13,13,0.0012121,0.0249019,1,2,1,0,0
18,50,1,6.20408,7.93878,4,4,7,7,0.0015099,0.0297066,1,2,1,0,0
19,50,3,6.3617,8.14894,4,4,7,9,0.0014784,0.0299663,1,2,1,0,0
20,48,6,6.14286,7.85714,4,4,7,9,0.0008585,0.0214088,2,1,1,0,0
21,46,0,6.28261,8.04348,4,4,7,9,0.001133,0.0260674,1,2,1,0,0
22,48,0,6.0625,7.75,4,4,7,7,0.0011519,0.0265298,2,2,1,0,0
23,52,0,5.61538,7.15385,4,4,7,7,0.0011771,0.027309,2,2,1,0,0
24,38,0,5.57895,7.10526,4,4,7,9,0.0008921,0.0199934,2,2,1,0,0
25,38,0,5.34211,6.78947,4,4,7,7,0.0008472,0.019299,2,2,1,0,0
26,30,0,4.9,6.2,4,4,7,7,0.0006782,0.0150661,2,2,1,0,0
27,14,0,4.64286,5.85714,4,4,7,7,0.0003139,0.0069441,2,2,1,0,0
28,2,0,4,5,4,4,4,5,3.91e-05,0.0008941,2,2,1,0,0
