depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,129,149,129,149,129,149,0.0027091,0.0457141,0,129,96,76,76
1,2,0,118.5,144,108,129,129,132,0.0030301,0.0364575,45,51,90,65,24
2,4,0,115.75,140,96,96,153,153,0.0077563,0.0933225,33,64,89,65,35
3,8,0,132.5,155.625,85,85,202,202,0.0167685,0.224553,29,84,106,83,55
4,16,0,127.062,147.438,68,68,213,245,0.0246648,0.363518,37,73,102,81,47
5,32,0,113.875,133.062,13,13,232,232,0.0487714,0.707294,29,70,90,71,44
6,64,1,108.952,127.302,13,13,249,249,0.0906289,1.38619,25,70,85,66,43
7,126,4,98.6066,115.32,5,5,242,242,0.155062,2.31637,25,61,75,59,36
8,244,15,90.6594,106.707,5,5,285,285,0.290369,4.38438,19,62,69,53,36
9,458,39,84.5084,99.7661,5,5,285,285,0.493303,7.39822,17,58,64,49,34
10,838,96,79.2615,93.5054,3,3,267,267,0.831026,12.5557,16,56,59,45,33
11,1484,187,72.3269,85.6993,3,3,292,292,1.31583,20.2051,14,51,54,40,29
12,2594,397,66.5822,79.2303,3,3,283,283,2.07041,33.7108,12,48,49,36,27
13,4382,773,61.6963,73.5669,3,3,304,304,3.16991,52.2614,11,45,45,33,24
14,7164,1384,57.0827,68.4107,3,3,273,273,4.69068,77.4476,10,42,41,29,22
15,11256,2208,53.3875,64.1672,3,3,276,276,6.88209,114.852,9,40,38,27,21
16,16062,3140,51.0144,61.4779,3,3,255,255,9.45669,157.738,9,39,36,25,20
17,22376,4561,48.4684,58.5939,3,3,286,286,12.6817,210.728,8,37,34,23,18
18,27176,5610,46.719,56.5633,3,3,262,262,14.5334,259.541,8,36,32,22,18
19,30312,6388,45.2752,54.9662,3,3,293,293,15.6707,284.72,8,34,31,21,17
20,32862,7010,43.5073,52.927,3,3,293,293,16.1748,342.796,7,33,29,20,16
21,31530,6878,41.4306,50.5145,3,3,274,274,15.3103,555.198,7,31,28,19,15
22,30184,6968,39.9571,48.7879,3,3,256,256,14.26,703.876,7,30,26,18,14
23,26650,6437,38.3482,46.9271,3,3,230,230,11.5881,627.855,7,29,25,17,13
24,4953,874,38.2187,47.0728,3,3,217,217,2.30358,120.159,7,29,25,16,13
