depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,197,93,197,93,197,93,0.0395195,0.084306,0,197,24,46,46
1,2,0,93,56.5,54,54,132,75,0.0467499,0.0720763,12,58,13,12,9
2,4,1,59.3333,41.6667,54,44,64,60,0.0162482,0.0297136,8,22,8,3,2
3,6,2,44,33.25,17,17,64,60,0.0042026,0.0121266,6,8,6,2,0
4,8,0,18.75,18.25,5,5,35,33,0.0081532,0.0230648,3,10,3,0,0
5,14,3,15.3636,15.6364,9,9,27,24,0.0046693,0.0188923,3,7,2,0,0
6,22,9,16.8462,16.7692,9,9,27,27,0.0056193,0.0173295,2,3,2,0,0
7,26,10,13.625,13.9375,5,5,27,27,0.0010006,0.0092117,2,1,2,0,0
8,28,10,10.8889,11.9444,9,9,11,12,0.0016276,0.0114927,2,2,2,0,0
9,36,16,9.7,10.75,5,5,11,12,0.0001432,0.0055024,2,0,1,0,0
10,32,8,6.91667,7.95833,5,5,11,11,0.0005863,0.0090334,2,1,1,0,0
11,16,0,5,6,5,5,5,6,0.000569,0.0066531,3,2,1,0,0
