depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,1066,1155,1066,1155,1066,1155,0.913983,1.21531,0,1066,352,145,145,0
1,2,0,1045,1160,706,706,1384,1587,1.6866,2.19145,0,1045,365,145,145,0
2,4,0,892,997.5,205,205,1403,1719,2.77788,3.63945,0,892,320,130,130,0
3,8,0,875.875,972.25,231,231,1684,2048,5.69591,7.37329,0,875,312,129,129,0
4,16,0,775.375,860.625,53,53,1786,2014,9.6894,12.6597,0,775,273,103,103,0
5,32,2,599.4,672.933,16,16,1818,1818,12.6017,16.8246,0,599,207,70,70,0
6,60,5,543.036,609.109,15,15,1986,1986,21.4145,28.3754,0,543,186,60,60,0
7,110,22,480.989,545.034,9,9,1899,1899,26.3452,36.1104,0,480,163,48,48,0
8,176,25,417.311,471.715,9,9,1914,1914,37.083,51.5877,0,417,139,39,39,0
9,300,53,354.947,399.769,5,5,1598,1598,43.6816,63.3138,0,354,115,29,29,0
10,488,112,330.981,370.309,5,5,1357,1357,55.2921,82.7561,0,330,105,25,25,0
11,742,144,284.625,318.649,5,5,1706,1706,68.4842,105.81,0,284,88,19,19,0
12,1178,258,247.213,273.889,5,5,1545,1545,82.3706,131.743,0,247,74,15,15,0
13,1784,396,217.2,239.867,5,5,1491,1491,102.082,165.993,0,217,63,12,12,0
14,2622,654,197.783,217.322,5,5,1277,1277,121.327,203.162,0,197,56,9,9,0
15,3584,896,180.038,197.324,5,5,1214,1214,141.647,243.194,0,180,50,8,8,0
16,4666,1223,168.31,183.94,5,5,1355,1355,161.47,282.659,0,168,46,6,6,0
17,5954,1574,156.494,170.293,5,5,1447,1447,180.214,324.085,0,156,42,6,6,0
18,7324,2062,146.688,159.293,5,5,1266,1266,191.736,353.238,0,146,39,5,5,0
19,8852,2589,136.324,147.958,5,5,1382,1382,205.207,384.958,0,136,36,4,4,0
20,10246,3102,126.258,136.582,5,5,1327,1327,205.057,393.046,0,126,33,3,3,0
21,11286,3470,117.241,126.459,5,5,1140,1140,201.604,394.388,0,117,30,3,3,0
22,9651,3015,111.823,120.429,5,5,1015,1015,149.974,301.456,0,111,28,3,3,0
