depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,164,232,164,232,164,232,0.009331,0.0480111,0,164,81,13,13
1,2,0,117.5,162,114,114,121,174,0.0089435,0.0580691,0,117,49,4,4
2,4,0,107.25,148.25,99,106,114,146,0.0171175,0.109573,0,107,46,5,5
3,8,0,91.125,125.125,75,84,106,106,0.0241264,0.168246,0,91,39,5,5
4,16,0,75.9375,103.562,53,63,97,97,0.0362444,0.251167,0,75,32,4,4
5,32,0,64.4062,87.3438,48,50,83,83,0.0593574,0.431441,0,64,26,3,3
6,64,0,56.0938,76.0625,21,24,83,83,0.103075,0.807324,0,56,23,2,2
7,128,0,49.3594,66.9375,4,5,81,81,0.170036,1.39529,0,49,20,2,2
8,248,0,42.7137,57.8387,4,4,79,79,0.271358,2.33143,0,42,16,1,1
9,306,0,35.7026,48.0425,4,4,76,76,0.270025,2.18862,0,35,13,0,0
10,274,0,22.1788,28.8796,4,4,58,58,0.117556,1.1541,0,22,7,0,0
11,238,1,17.1688,22.135,4,4,53,53,0.0717507,0.77592,0,17,5,0,0
12,214,3,12.6493,15.9573,4,4,36,36,0.0369216,0.497068,0,12,3,0,0
13,160,3,9.57962,12.172,4,4,26,26,0.0155825,0.270562,0,9,2,0,0
14,126,4,8.09016,10.2787,4,4,21,21,0.008116,0.183183,0,8,2,0,0
15,116,6,6.84545,8.62727,4,4,15,15,0.0047116,0.131024,0,6,1,0,0
16,92,6,6.30233,7.97674,4,4,11,11,0.002799,0.0945489,0,6,1,0,0
17,40,0,4.975,6.275,4,4,8,8,0.0005419,0.0339063,0,4,1,0,0
18,24,2,4,5,4,4,4,5,0,0.0149211,0,4,1,0,0
19,16,4,4,5,4,4,4,5,0,0.0085812,0,4,1,0,0
20,2,1,4,5,4,5,4,5,0,0.0007473,0,4,1,0,0
