depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,18,24,18,24,18,24,0.000317,0.0072545,0,18,9
1,2,0,19.5,53,16,16,23,31,0.0002866,0.0050398,4,9,11
2,4,0,24.25,130,18,18,32,41,0.001249,0.0222394,2,18,14
3,8,1,25.875,263,20,20,55,55,0.0026461,0.0386884,5,18,18
4,14,1,31,548,11,11,69,69,0.0053522,0.0808077,5,22,21
5,26,1,30.0769,995,5,5,67,67,0.0101514,0.14473,6,20,20
6,50,7,25.9,1648,5,5,66,66,0.0158269,0.240553,5,21,18
7,86,12,25.4419,2811,5,5,98,98,0.0270345,0.418331,4,22,18
8,148,19,24.5135,4639,3,3,86,86,0.0435583,0.660565,4,20,17
9,258,41,21.4031,7054,3,3,81,81,0.0674564,1.01108,4,18,15
10,434,107,18.4309,10182,3,3,87,87,0.0992492,1.5037,3,18,14
11,640,148,18.0516,14685,3,3,86,86,0.141685,2.13723,3,18,13
12,790,190,17.9886,17895,3,3,91,91,0.178049,2.67378,3,18,14
13,492,118,18.4858,11322,3,3,89,89,0.115422,1.82886,4,18,14
14,546,140,16.6832,11413,3,3,69,69,0.109499,1.74906,4,17,13
15,530,147,16.2491,10717,3,3,77,77,0.105421,1.65002,4,17,13
16,504,158,13.8909,8760,3,3,75,75,0.0799558,1.23825,4,14,11
17,436,150,12.5757,6893,3,3,63,63,0.059384,0.95345,4,13,11
18,338,121,11.429,4853,3,3,60,60,0.0384802,0.619155,4,11,10
19,246,100,9.61382,3005,3,3,49,49,0.0220738,0.361164,4,10,8
20,204,83,8.60294,2246,5,5,56,56,0.0152825,0.257212,4,9,7
21,168,73,6.92262,1518,3,3,36,36,0.0086274,0.153962,3,6,6
22,142,63,5.78873,1073,3,3,28,28,0.0056101,0.107038,3,5,5
23,98,44,4.79592,627,3,3,20,20,0.0025299,0.0533462,3,4,4
24,68,28,4.16176,379,3,3,17,17,0.0015952,0.0357395,2,3,3
25,36,16,3.22222,155,3,3,9,10,0.0005361,0.0144483,2,2,2
26,24,10,2.91667,96,3,3,7,7,0.0002568,0.0080218,2,2,2
27,14,6,2.71429,53,3,3,9,9,0.0001612,0.0047971,2,2,1
28,8,4,1.5,16,3,3,3,4,6.22e-05,0.0020764,2,2,1
