depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,545,747,545,747,545,747,0.230532,0.353285,0,545,202,16,16
1,2,0,412,544,385,385,439,583,0.266966,0.359075,87,241,140,9,5
2,4,0,271,341,206,206,314,415,0.308246,0.407488,59,152,79,2,1
3,8,0,187.25,231.25,102,102,227,267,0.266335,0.39916,32,102,50,0,0
4,16,0,139.312,168.688,92,92,196,214,0.293827,0.506822,21,82,35,0,0
5,32,0,106.25,128.75,56,56,150,150,0.353848,0.683961,14,63,26,0,0
6,60,0,83.55,98.9667,5,6,112,112,0.440323,0.941393,10,52,20,0,0
7,106,0,70.1698,82.6226,5,5,100,100,0.672689,1.47026,7,46,16,0,0
8,176,0,55.8636,65.0341,5,5,92,92,0.827111,1.89378,6,37,12,0,0
9,272,0,45.2831,52.1949,5,5,93,93,1.07949,2.4754,4,31,10,0,0
10,374,0,34.4947,39.8342,5,5,93,93,0.987,2.46178,3,24,7,0,0
11,388,0,24.1392,27.1959,5,5,67,67,0.465676,1.52505,2,16,5,0,0
12,338,0,19.9704,22.3195,5,5,58,58,0.290482,1.07272,1,14,4,0,0
13,296,0,17.3345,19.6622,5,5,45,45,0.224457,0.88049,1,13,3,0,0
14,254,0,13.1496,15.0433,5,5,39,39,0.105489,0.502543,2,10,2,0,0
15,228,7,12.6516,14.5158,5,5,41,41,0.081259,0.436276,1,9,2,0,0
16,180,11,10.1006,11.8402,5,5,33,33,0.0560645,0.28243,2,8,2,0,0
17,156,15,10.6596,12.1986,5,5,27,27,0.0483045,0.261602,1,9,2,0,0
18,86,8,7.79487,9.01282,5,5,11,12,0.0121049,0.086954,0,5,1,0,0
19,40,5,5,6,5,5,5,6,0.0022963,0.0236577,1,3,1,0,0
20,30,15,5,6,5,5,5,6,0.0009647,0.013626,0,5,1,0,0
