depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay,avgIntegerVtx
0,1,0,411,438,411,438,411,438,0.15128,0.264164,0,411,117,31,31,0
1,2,0,406,486.5,369,369,443,560,0.314106,0.441127,31,256,139,27,13,0
2,4,0,439.75,506.25,248,248,665,822,0.79446,1.06304,44,274,141,26,14,0
3,8,1,516.429,568.571,230,230,733,892,1.56144,2.07395,53,285,166,46,28,0
4,14,0,545.5,580.286,213,213,1243,1457,4.16935,5.44315,46,353,172,54,34,0
5,28,2,497.962,526.615,117,117,1128,1264,8.68595,10.8867,48,334,157,52,35,0
6,52,7,451.044,462.156,55,55,1426,1426,12.8125,15.9307,52,289,136,48,30,0
7,90,23,395.851,406.627,13,13,1405,1405,15.1212,18.9651,52,247,117,38,24,0
8,134,35,371.414,373.697,5,5,1142,1142,18.9822,24.6149,46,241,106,36,25,0
9,198,58,325.079,326.607,5,5,1216,1216,20.5519,27.0412,42,201,90,28,18,0
10,278,86,298.089,299.156,8,8,1073,1210,24.4288,32.8671,36,191,81,24,16,0
11,358,96,258.286,256.615,5,5,1015,1015,27.4348,37.2703,32,166,69,20,13,0
12,500,157,229.499,227.913,9,9,927,927,27.3164,38.2446,30,142,60,15,10,0
13,640,210,204.358,202.107,5,5,948,948,27.9771,39.8767,26,126,52,12,8,0
14,804,285,179.838,176.761,5,5,752,752,27.0951,39.0907,24,107,45,10,6,0
15,954,339,155.304,152.314,5,5,678,678,25.513,37.5711,21,91,38,7,4,0
16,1130,416,135.898,133.342,5,5,775,775,22.9337,34.8515,18,78,32,6,3,0
17,1308,508,114.614,113.419,5,5,478,478,18.8591,29.5578,16,65,27,4,2,0
18,1486,548,96.7921,96.0245,5,5,466,466,16.7667,27.5671,13,55,22,3,2,0
19,1662,674,80.3482,79.6721,5,5,520,520,12.2206,21.4279,11,45,18,1,1,0
20,1748,715,65.2459,65.7251,5,5,371,371,8.58931,16.0918,9,35,14,1,0,0
21,1714,738,52.1496,53.123,5,5,325,325,4.71038,9.94354,8,27,11,0,0,0
22,1478,635,41.4425,42.8754,5,5,228,228,2.65405,6.20418,6,21,8,0,0,0
23,1242,539,31.0868,32.8464,5,5,132,132,1.19536,3.40401,5,15,6,0,0,0
24,1046,451,21.5597,23.3899,5,5,112,112,0.514812,1.79568,4,10,4,0,0,0
25,746,321,15.6965,17.5647,5,5,100,100,0.199776,0.890999,3,7,3,0,0,1
26,556,236,11.1687,12.7031,5,5,63,63,0.0754984,0.454642,2,5,2,0,0,1
27,332,124,7.96635,9.21635,5,5,38,38,0.0251892,0.212187,2,4,1,0,0,1
28,144,57,6.32184,7.36782,5,5,32,32,0.00650749,0.0714442,2,3,1,0,0,1
29,36,14,6.27273,7.40909,5,5,18,18,0.00127341,0.0167247,2,3,1,0,0,1
30,8,4,7.5,8.75,5,5,11,12,0.0004422,0.0046548,2,5,1,0,0,1
31,4,1,5,6,5,5,5,6,0.0001135,0.00164,2,2,1,0,0,1
