depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,19,25,19,25,19,25,0.0004042,0.0081865,0,19,11
1,2,0,16,42,11,15,21,21,0.0003395,0.004939,5,10,9
2,4,0,15.75,84,7,7,26,26,0.0006333,0.0106198,2,10,9
3,8,2,12.25,131,7,7,24,24,0.0010396,0.0158159,3,10,9
4,12,2,12.6667,204,7,7,23,23,0.0013047,0.0204587,4,7,8
5,20,3,11.6,310,7,7,23,23,0.0024978,0.0361676,2,8,7
6,34,9,8.64706,400,5,5,24,24,0.0027781,0.0406369,3,6,6
7,50,11,9.76,660,5,5,26,26,0.0048775,0.0756482,2,7,6
8,72,21,8.44444,823,5,5,34,34,0.0061458,0.0918864,3,7,6
9,92,25,7.63043,954,3,3,42,42,0.0058907,0.092916,2,6,5
10,112,35,7.03571,1078,3,3,28,28,0.0071233,0.113358,2,6,4
11,108,33,6.62037,983,3,3,23,23,0.0059273,0.0947212,2,5,4
12,96,29,6.07292,802,3,3,25,25,0.0047965,0.0791563,2,5,4
13,90,31,4.74444,591,3,3,19,19,0.0032796,0.0585492,2,4,3
14,70,26,3.64286,346,3,3,12,12,0.0017783,0.0341614,2,3,2
15,42,18,3.45238,198,3,3,15,15,0.000807,0.0179302,2,3,2
16,24,11,3.33333,111,3,3,10,10,0.000447,0.0099569,3,3,2
17,20,8,2.6,71,3,3,7,7,0.0002539,0.005846,2,2,1
18,6,3,2.16667,18,3,4,5,5,4.44e-05,0.0013672,2,2,1
19,4,2,1.5,8,3,3,3,4,3.77e-05,0.0010058,2,2,1
