depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,119,147,119,147,119,147,0.0061998,0.0492218,0,119,60,27,27
1,2,0,133.5,169,127,127,140,186,0.0141402,0.0904248,0,133,65,24,24
2,4,0,140.75,173.5,88,88,191,233,0.029423,0.180702,0,140,66,27,27
3,8,1,144.429,183.857,92,92,237,291,0.0468277,0.301759,0,144,70,26,26
4,14,0,124.929,157.714,26,26,239,280,0.0862335,0.553466,0,124,57,20,20
5,28,1,126.296,156.778,11,11,283,315,0.154909,1.00145,0,126,56,20,20
6,54,10,131.432,161.909,11,11,352,410,0.253651,1.61939,0,131,59,22,22
7,88,13,128.267,157.053,7,7,507,507,0.43618,2.70335,0,128,57,23,23
8,150,28,127.975,157.32,4,4,541,559,0.688165,4.30698,0,127,57,22,22
9,244,52,120.682,148.24,4,4,605,605,1.03457,6.4749,0,120,54,21,21
10,384,78,117.5,143.386,4,4,575,575,1.59288,10.0909,0,117,52,20,20
11,612,137,112.265,136.451,4,4,569,569,2.33461,14.8653,0,112,49,19,19
12,950,217,107.723,130.289,4,4,643,643,3.47814,21.8636,0,107,47,19,19
13,1446,404,108.467,130.298,4,4,621,621,5.03258,30.771,0,108,47,20,20
14,2002,529,107.22,128.421,4,4,534,534,7.14854,43.0567,0,107,47,20,20
15,2862,776,105.696,125.953,4,4,541,541,10.3146,61.306,0,105,46,20,20
16,3936,1079,103.171,122.447,4,4,577,577,13.3785,80.3223,0,103,45,20,20
17,5282,1441,102.073,120.488,4,4,672,672,17.8319,106.728,0,102,44,20,20
18,6964,1893,99.5498,116.829,4,4,585,585,23.2735,137.377,0,99,43,20,20
19,8222,2294,98.9487,115.62,4,4,548,548,27.0681,160.387,0,98,43,20,20
20,8908,2482,98.0275,114.274,4,4,513,513,29.3161,172.531,0,98,42,20,20
21,9376,2648,96.0027,111.642,4,4,536,536,29.8984,177.969,0,96,41,19,19
22,9232,2632,93.5688,108.718,4,4,529,529,28.0727,168.271,0,93,40,19,19
23,8430,2386,89.639,103.838,4,4,514,514,23.89,146.671,0,89,38,18,18
24,7056,2077,87.5079,101.367,4,4,494,494,18.7018,117.748,0,87,37,18,18
25,5572,1652,83.1066,95.9875,4,4,493,493,13.6515,87.9879,0,83,34,16,16
26,4060,1271,75.0972,86.5694,4,4,439,439,8.28928,55.287,0,75,31,14,14
27,3642,1211,67.7622,78.0485,4,4,350,350,6.24321,42.907,0,67,27,12,12
28,3168,1087,60.6617,69.7602,4,4,374,374,4.58928,32.5523,0,60,24,10,10
29,2832,1033,52.7977,60.7421,4,4,462,462,3.22214,24.0648,0,52,20,8,8
30,2568,956,45.1619,51.9299,4,4,266,266,2.30839,18.1683,0,45,16,6,6
31,2284,880,38.5577,44.4217,4,4,246,246,1.57075,13.2316,0,38,14,5,5
32,2024,804,32.6295,37.7262,4,4,223,223,1.05441,9.55281,0,32,11,3,3
33,1742,725,27.6008,32.0305,4,4,210,210,0.674011,6.63759,0,27,9,2,2
34,1508,635,23.3184,27.3975,4,4,159,159,0.421283,4.74104,0,23,7,1,1
35,1126,491,19.9165,23.5307,4,4,102,102,0.232319,2.88754,0,19,6,1,1
36,798,357,16.6916,19.7619,4,4,80,80,0.11455,1.63325,0,16,5,0,0
37,620,280,14.0029,16.7471,4,4,68,68,0.0654351,1.05641,0,14,4,0,0
38,512,235,11.852,14.2852,4,4,78,78,0.0386742,0.719654,0,11,3,0,0
39,352,161,9.69634,11.9424,4,4,40,40,0.0175418,0.413388,0,9,2,0,0
40,236,103,7.95489,9.93985,4,4,24,24,0.0079544,0.231537,0,7,2,0,0
41,148,64,7.41667,9.33333,4,4,28,28,0.0042557,0.133818,0,7,2,0,0
42,98,46,7.28846,9.21154,4,4,15,15,0.0023546,0.0815148,0,7,1,0,0
43,58,24,5.70588,7.23529,4,4,13,13,0.0007413,0.0393357,0,5,1,0,0
44,22,10,5.83333,7.5,4,4,10,10,0.0002676,0.0148329,0,5,1,0,0
45,8,3,8.4,11.2,4,4,22,22,0.0004149,0.0090675,0,8,2,0,0
46,4,2,7.5,10.5,4,5,11,11,9.35e-05,0.00362,0,7,2,0,0
47,2,1,7,9,7,9,7,9,4.07e-05,0.0016074,0,7,2,0,0
48,2,0,4,5,4,4,4,5,0,0.0014398,0,4,1,0,0
