depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,217,102,217,102,217,102,0.0601483,0.123568,0,217,26,45,45
1,2,0,104,61,61,61,147,79,0.08331,0.121532,11,65,14,12,12
2,4,1,57.3333,42.3333,41,41,70,61,0.0170041,0.0307646,8,17,8,1,0
3,6,1,32.4,28.4,15,15,41,41,0.0101349,0.023111,5,11,5,0,0
4,10,0,22.9,21.9,11,11,38,38,0.0154515,0.0440009,3,15,4,0,0
5,20,9,20.7273,19.9091,5,5,38,38,0.0001259,0.0050089,3,0,3,0,0
6,18,7,18.8182,19.0909,11,11,31,31,0.0015645,0.0087751,3,2,3,0,0
7,22,9,15.4615,16.3846,9,9,25,23,0.0011324,0.0085363,3,2,3,0,0
8,26,7,10.0526,11.6316,9,9,15,15,0.0024233,0.0155721,2,3,2,0,0
9,38,17,9.95238,11.5714,9,9,15,15,0.0005703,0.0094065,1,0,2,0,0
10,42,11,6.74194,8.03226,5,5,11,11,0.0012329,0.0187739,2,1,1,0,0
11,24,0,5,6,5,5,5,6,0.0010049,0.0120523,2,2,1,0,0
