depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,14,20,14,20,14,20,0.0001326,0.006277,0,14,7,1,1
1,2,1,14,20,14,20,14,20,0.0003208,0.0054728,0,14,7,1,1
2,2,0,14.5,20.5,12,17,17,17,0.0004038,0.0074923,0,14,7,1,1
3,4,0,14.5,20.5,12,14,17,17,0.0011272,0.0165531,2,14,7,1,1
4,8,0,12.875,18.125,9,9,15,17,0.0016013,0.0292101,2,12,6,1,1
5,16,0,10.25,14.625,7,7,14,14,0.0025313,0.042183,1,9,4,0,0
6,32,0,9.125,12.9375,5,5,14,14,0.0050579,0.0811898,0,8,4,0,0
7,64,0,7.5,10.625,3,3,14,14,0.0072486,0.120196,0,6,3,0,0
8,112,0,6.76786,9.58036,3,3,14,14,0.0082972,0.153887,1,5,2,0,0
9,68,0,7.79412,11.1029,5,5,14,14,0.0026203,0.0597263,1,3,3,0,0
10,100,16,7.9881,11.3929,5,5,14,14,0.0029597,0.0701805,2,2,3,0,0
11,154,29,7.784,11.112,5,5,14,14,0.0040069,0.0962601,2,2,3,0,0
12,230,12,7.31193,10.4358,3,3,14,14,0.0073587,0.171474,2,2,3,0,0
13,324,17,6.85342,9.76221,3,3,14,14,0.0089514,0.216015,2,2,2,0,0
14,386,17,6.69106,9.52575,3,3,12,12,0.0100771,0.247122,2,2,2,0,0
15,428,16,6.44903,9.1699,3,3,12,12,0.0109118,0.270858,2,2,2,0,0
16,500,22,6.2364,8.85356,3,3,10,10,0.0123405,0.312005,2,2,2,0,0
17,584,34,5.97818,8.46727,3,3,9,9,0.0129878,0.337936,2,2,2,0,0
18,662,41,5.77617,8.16425,3,3,9,9,0.0146698,0.377374,2,2,2,0,0
19,734,69,5.6015,7.90226,3,3,9,9,0.0148142,0.399904,2,1,2,0,0
20,834,78,5.38624,7.57937,3,3,9,9,0.0151484,0.424235,1,1,2,0,0
21,878,87,5.27813,7.41719,3,3,9,9,0.0142957,0.421002,1,1,2,0,0
22,850,70,5.17179,7.25769,3,3,9,9,0.0138125,0.410497,1,1,2,0,0
23,834,71,5.08388,7.12582,3,3,9,9,0.0140367,0.412012,1,1,2,0,0
24,802,69,4.89632,6.84447,3,3,9,9,0.0128337,0.396906,1,1,1,0,0
25,738,57,4.89721,6.84581,3,3,7,7,0.0114319,0.350863,1,1,1,0,0
26,650,48,4.70432,6.55648,3,3,7,7,0.0095638,0.297147,1,1,1,0,0
27,558,52,4.72727,6.59091,3,3,7,7,0.0078043,0.253561,1,1,1,0,0
28,520,51,4.64179,6.46269,3,3,7,7,0.00692,0.227511,1,1,1,0,0
29,472,46,4.59624,6.39437,3,3,7,7,0.0061361,0.203724,1,1,1,0,0
30,422,38,4.60417,6.40625,3,3,7,7,0.0055004,0.184095,1,1,1,0,0
31,384,35,4.60458,6.40688,3,3,7,7,0.0050822,0.170311,1,1,1,0,0
32,336,29,4.65472,6.48208,3,3,7,7,0.0043237,0.149046,1,1,1,0,0
33,310,25,4.69123,6.53684,3,3,7,7,0.0040169,0.138553,1,1,1,0,0
34,286,29,4.51751,6.27626,3,3,7,7,0.003353,0.122918,1,1,1,0,0
35,242,21,4.50226,6.25339,3,3,7,7,0.0027912,0.100903,1,1,1,0,0
36,202,8,4.49485,6.24227,3,3,5,7,0.0025797,0.0913089,1,1,1,0,0
37,172,8,4.41463,6.12195,3,3,5,5,0.0020381,0.0744477,1,1,1,0,0
38,138,5,4.18797,5.78195,3,3,5,5,0.0016902,0.062384,1,1,1,0,0
39,94,3,4.2967,5.94505,3,3,5,7,0.0011712,0.0426164,2,1,1,0,0
40,62,0,4.41935,6.12903,3,3,5,7,0.0007815,0.0284958,2,1,1,0,0
41,50,0,4.04,5.56,3,3,5,7,0.0006058,0.021436,2,1,1,0,0
42,24,0,4.25,5.875,3,3,5,7,0.0003216,0.0107114,2,1,1,0,0
43,20,0,3.9,5.35,3,3,5,7,0.000225,0.0082831,2,1,1,0,0
44,10,0,4.2,5.8,3,3,5,7,0.0001141,0.0043562,2,1,1,0,0
45,6,0,4,5.5,3,3,5,7,6.92e-05,0.0025787,2,1,1,0,0
46,4,0,4,5.5,3,3,5,7,4.58e-05,0.0016753,2,1,1,0,0
47,4,0,4,5.5,3,3,5,7,4.62e-05,0.0016716,2,1,1,0,0
48,4,0,3.5,4.75,3,3,5,5,3.93e-05,0.0014809,2,1,1,0,0
49,2,0,3,4,3,3,3,4,2e-05,0.0006561,2,1,1,0,0
