depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,45,54,45,54,45,54,0.0031149,0.0170049,0,45,11,0,0
1,2,1,45,54,45,54,45,54,0.0027077,0.0139627,0,45,11,0,0
2,2,0,43,51.5,38,45,48,48,0.0059779,0.0291202,0,43,10,0,0
3,4,0,43,51.5,38,38,48,48,0.0100629,0.0534837,0,43,10,0,0
4,8,0,43,51.5,38,38,48,48,0.0204827,0.108157,0,43,10,0,0
5,16,0,35,41,25,25,48,48,0.0261195,0.155533,0,35,8,0,0
6,32,0,35,41,25,25,48,48,0.05106,0.315242,0,35,8,0,0
7,64,0,29.625,34.375,18,18,46,46,0.068635,0.484049,0,29,6,0,0
8,64,0,22.1094,25.5625,11,11,47,47,0.0427875,0.343779,0,22,4,0,0
9,38,0,17.6053,20.4737,9,9,43,43,0.0157978,0.159624,0,17,3,0,0
10,34,0,15.7647,17.4706,5,5,38,38,0.0135639,0.126197,0,15,3,0,0
11,14,0,10.5714,11.5714,5,5,11,12,0.0013071,0.0328644,0,10,1,0,0
12,16,0,10.25,11.25,5,5,11,12,0.00142,0.0362787,0,10,1,0,0
13,22,0,8.81818,9.81818,5,5,11,12,0.0015072,0.0448845,0,8,1,0,0
14,24,0,8.5,9.5,5,5,11,11,0.0014952,0.0459313,0,8,1,0,0
15,26,0,7.53846,8.53846,5,5,11,12,0.0011702,0.0434812,0,7,1,0,0
16,18,0,7.33333,8.33333,5,5,11,11,0.0007507,0.0293273,0,7,1,0,0
17,14,0,7.14286,8.14286,5,5,11,11,0.0005694,0.0227507,0,7,1,0,0
18,10,0,6.2,7.2,5,5,11,11,0.0002043,0.0140975,0,6,1,0,0
19,4,0,6.5,7.5,5,5,11,11,0.0001022,0.0059096,0,6,1,0,0
20,2,0,5,6,5,5,5,6,0,0.0019799,0,5,1,0,0
