depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay,avgFacetsNoRay,avgNewFacetsNoRay
0,1,0,90,110,90,110,90,110,0.0109779,0.033635,0,90,28,3,3
1,2,0,74.5,88,56,66,93,93,0.0126525,0.0287277,11,36,20,1,0
2,4,0,98.75,116,63,63,155,155,0.0566738,0.115164,8,59,29,3,2
3,8,0,102.625,114.875,56,56,182,182,0.11466,0.215196,11,57,28,3,1
4,16,0,91.125,100.438,34,34,217,217,0.18281,0.325514,11,45,24,2,0
5,32,3,81.8621,89.7241,25,25,203,203,0.21904,0.435901,11,38,21,1,0
6,58,4,65.2037,69.8333,11,11,181,181,0.317538,0.647679,7,34,15,0,0
7,108,24,58.2024,62.1071,5,5,180,180,0.40327,0.875121,6,32,13,0,0
8,168,51,48.094,50.6325,5,5,148,148,0.398294,0.912284,6,25,10,0,0
9,232,82,41.54,43.5067,5,5,118,118,0.411274,1.00217,5,23,9,0,0
10,300,110,33.9105,35.6895,9,9,111,111,0.374385,0.960855,4,18,7,0,0
11,376,152,26.5625,28.058,5,5,101,101,0.310233,0.887893,3,15,5,0,0
12,414,174,20.1375,21.4625,5,5,72,72,0.182564,0.636152,3,11,4,0,0
13,446,193,14.1146,15.4427,5,5,54,54,0.0975457,0.439552,3,8,2,0,0
14,416,179,10.4852,11.8481,5,5,33,33,0.0518804,0.312468,2,6,2,0,0
15,310,128,7.94505,9.27473,5,5,25,25,0.0218387,0.18188,2,4,1,0,0
16,162,70,6.76087,8.04348,5,5,13,13,0.0085002,0.0848823,2,4,1,0,0
17,54,19,5.62857,6.74286,5,5,11,11,0.002036,0.0228158,3,3,1,0,0
18,10,5,5,6,5,5,5,6,0.0003065,0.0033592,3,3,1,0,0
