depth,nbNodes,nbInfeas,avgFacet,avgVertex,minFacet,minVertex,maxFacet,maxVertex,cpuUpdatePoly,cpuDepth,avgFeasVtx,avgNewFacets,avgVtxNoRay
0,1,0,7,10,7,10,7,10,0.0001113,0.0089067,0,7,3
1,2,0,10,14,7,7,13,18,0.0004474,0.0092721,0,10,4
2,4,1,10,14,7,7,16,22,0.0003289,0.0064601,2,5,4
3,4,1,12,16.6667,7,7,17,23,0.0004343,0.0095826,2,6,6
4,6,0,10,13.6667,5,5,21,21,0.0010913,0.0156254,2,5,4
5,10,2,10.5,13.5,3,3,20,20,0.0011177,0.0204997,2,7,5
6,16,4,8,10.8333,3,3,18,18,0.0018083,0.027424,1,6,3
7,18,4,9.42857,12.7143,3,3,16,16,0.0025631,0.0433062,0,9,4
8,16,2,9.71429,12.7857,3,3,21,21,0.0024564,0.0364638,1,7,4
9,20,2,9.05556,12.1667,3,3,24,24,0.0020953,0.0344199,2,5,4
10,24,7,13,17.1765,5,5,24,24,0.0030865,0.0506801,2,8,6
11,30,9,11.2381,15.1429,3,3,23,23,0.0030378,0.0458351,2,7,5
12,34,10,9.58333,13.0833,3,3,20,21,0.0028362,0.0437834,2,6,4
13,36,13,8.47826,11.7826,3,3,15,15,0.002128,0.0348607,2,5,4
14,34,8,7.80769,10.6538,3,3,17,19,0.0021027,0.0386127,1,4,3
15,34,12,6.27273,8.59091,3,3,13,15,0.0012734,0.0264753,1,4,2
16,20,7,5.92308,7.92308,3,3,9,9,0.00068,0.013814,1,3,2
17,12,2,5,6.8,3,3,9,12,0.0004936,0.0082171,2,4,2
18,4,2,6,8,3,4,9,9,0.0001015,0.0024671,1,5,2
19,2,0,5,7,5,5,5,7,5.19e-05,0.0010027,1,2,2
